"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Marcus Webb","PF",81,255,0,22,9,0,"51",25,1,11,0,0,0,0,"108.7","107.8"
"Dee Brown","PG",73,160,2,24,80,48,"2254",701,82,203,0,0,0,0,24,4,3,"133",41,7,11,0,0,0,0,"108.7","107.8"
"Rick Fox","SF",79,230,1,23,71,14,"1082",380,23,133,0,0,0,0,23,4,0,"71",25,3,7,0,0,0,0,"108.7","107.8"
"Joe Wolf","C",83,230,5,28,2,0,"9",1,0,2,0,0,0,0,"108.7","107.8"
"Joe Kleine","C",83,255,7,31,78,3,"1129",267,6,123,0,0,0,0,31,4,0,"29",5,0,4,0,0,0,0,"108.7","107.8"
"Sherman Douglas","PG",72,180,3,26,79,36,"1932",530,29,166,0,0,0,0,26,4,4,"166",45,3,10,0,0,0,0,"108.7","107.8"
"Robert Parish","C",84,230,16,39,79,79,"2146",777,0,201,0,0,0,0,39,4,4,"146",57,0,14,0,0,0,0,"108.7","107.8"
"Bart Kofoed","SG",76,210,4,28,7,0,"41",13,1,1,0,0,0,0,"108.7","107.8"
"John Bagley","PG",72,185,9,32,10,0,"97",25,1,11,0,0,0,0,"108.7","107.8"
"Lorenzo Williams","PF",81,200,0,23,22,7,"151",31,0,23,0,0,0,0,23,1,0,"3",1,0,0,0,0,0,0,"108.7","107.8"
"Alaa Abdelnaby","PF",82,240,2,24,63,52,"1152",417,0,165,0,0,0,0,24,4,4,"68",24,0,7,0,0,0,0,"108.7","107.8"
"Kevin McHale","PF",82,210,12,35,71,0,"1656",649,18,126,0,0,0,0,35,4,0,"113",55,0,6,0,0,0,0,"108.7","107.8"
"Reggie Lewis","SG",79,195,5,27,80,80,"3144",1410,60,248,0,0,0,0,27,1,1,"13",11,1,1,0,0,0,0,"108.7","107.8"
"Kenny Battle","SG",78,210,3,28,3,1,"29",13,1,2,0,0,0,0,"108.7","107.8"
"Xavier McDaniel","PF",79,205,7,29,82,27,"2215",924,22,249,0,0,0,0,29,4,0,"126",53,2,16,0,0,0,0,"108.7","107.8"
"Kevin Gamble","SF",77,210,5,27,82,58,"2541",906,139,185,0,0,0,0,27,4,4,"142",42,12,11,0,0,0,0,"108.7","107.8"
"Ed Pinckney","PF",81,195,7,29,7,5,"151",24,0,13,0,0,0,0,"108.7","107.8"
"LaBradford Smith","SG",75,200,1,23,69,33,"1546",570,23,178,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Larry Robinson","SG",75,180,2,25,4,0,"33",16,1,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Greg Foster","PF",83,240,2,24,10,0,"93",25,0,17,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Rex Chapman","SG",76,185,4,25,60,23,"1300",602,116,119,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Larry Stewart","SF",80,220,1,24,81,8,"1823",564,2,191,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Charles Jones","C",81,215,9,35,67,21,"1206",63,1,144,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Don MacLean","PF",82,235,0,23,62,4,"674",361,6,82,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Michael Adams","PG",70,162,7,30,70,70,"2499",831,212,146,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Alan Ogg","C",86,240,2,25,3,0,"3",4,0,0,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Mark Acres","C",83,220,5,30,12,7,"246",40,0,32,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Steve Burtt","SG",74,185,3,30,4,0,"35",26,3,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Tom Gugliotta","PF",82,240,0,23,81,81,"2795",1135,135,195,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Harvey Grant","SF",80,195,4,27,72,72,"2667",1149,10,168,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Byron Irvin","SG",77,190,2,26,4,2,"45",18,1,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Pervis Ellison","C",81,210,3,25,49,48,"1701",655,4,154,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Brent Price","PG",73,165,0,24,68,9,"859",279,48,90,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Chris Corchiani","PG",72,185,1,24,1,0,"3",1,0,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Doug Overton","PG",75,190,0,23,45,13,"990",323,13,81,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Buck Johnson","SF",79,190,6,29,73,19,"1287",403,3,187,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.6","110.8"
"Kendall Gill","SG",77,195,2,24,69,67,"2430",1032,62,191,0,0,0,0,24,9,9,"353",162,6,29,0,0,0,0,"109.5","109.7"
"Tom Hammonds","PF",81,215,3,25,19,5,"142",45,0,20,0,0,0,0,"109.5","109.7"
"Mike Gminski","C",83,250,12,33,34,0,"251",83,0,28,0,0,0,0,33,2,0,"5",2,0,0,0,0,0,0,"109.5","109.7"
"Johnny Newman","SF",79,190,6,29,64,27,"1471",534,45,154,0,0,0,0,29,9,9,"173",55,5,19,0,0,0,0,"109.5","109.7"
"Larry Johnson","PF",78,250,1,23,82,82,"3323",1385,71,187,0,0,0,0,23,9,9,"348",122,4,27,0,0,0,0,"109.5","109.7"
"Tony Bennett","PG",72,175,0,23,75,2,"857",260,80,110,0,0,0,0,23,8,0,"86",25,8,8,0,0,0,0,"109.5","109.7"
"Lorenzo Williams","C",81,200,0,23,2,0,"18",3,0,4,0,0,0,0,"109.5","109.7"
"Kenny Gattison","PF",80,225,5,28,75,5,"1475",384,3,237,0,0,0,0,28,9,0,"187",46,0,18,0,0,0,0,"109.5","109.7"
"Muggsy Bogues","PG",63,136,5,28,81,80,"2833",730,26,179,0,0,0,0,28,9,9,"346",82,2,21,0,0,0,0,"109.5","109.7"
"Sidney Green","PF",81,220,9,32,24,0,"127",40,2,16,0,0,0,0,32,9,0,"78",18,0,15,0,0,0,0,"109.5","109.7"
"Kevin Lynch","SG",77,195,1,24,40,8,"324",59,1,44,0,0,0,0,24,1,0,"3",0,0,0,0,0,0,0,"109.5","109.7"
"David Wingate","SF",77,185,6,29,72,55,"1471",336,6,135,0,0,0,0,29,9,0,"117",22,0,9,0,0,0,0,"109.5","109.7"
"Alonzo Mourning","C",82,240,0,22,78,78,"2644",1119,3,286,0,0,0,0,22,9,9,"367",148,2,37,0,0,0,0,"109.5","109.7"
"Dell Curry","SG",76,190,6,28,80,0,"2094",1102,237,150,0,0,0,0,28,9,0,"222",97,21,19,0,0,0,0,"109.5","109.7"
"J.R. Reid","PF",81,247,3,24,17,1,"295",98,1,49,0,0,0,0,"109.5","109.7"
"Bill Cartwright","C",85,245,12,35,63,63,"1253",343,0,154,0,0,0,0,35,19,19,"444",99,0,51,0,0,0,0,"112.9","106.1"
"Darrell Walker","PG",76,180,9,31,28,0,"367",77,0,51,0,0,0,0,31,9,0,"22",4,0,0,0,0,0,0,"112.9","106.1"
"Scott Williams","PF",82,230,2,24,71,5,"1369",356,7,230,0,0,0,0,24,19,0,"395",87,2,58,0,0,0,0,"112.9","106.1"
"Rodney McCray","SF",79,220,9,31,64,5,"1019",204,5,99,0,0,0,0,31,7,0,"39",6,0,4,0,0,0,0,"112.9","106.1"
"Joe Courtney","PF",80,235,0,23,5,0,"34",9,0,9,0,0,0,0,"112.9","106.1"
"B.J. Armstrong","PG",74,175,3,25,82,74,"2492",818,139,169,0,0,0,0,25,19,19,"643",168,41,49,0,0,0,0,"112.9","106.1"
"Ricky Blanton","SF",79,215,0,26,2,0,"13",7,0,1,0,0,0,0,"112.9","106.1"
"Ed Nealy","PF",79,238,9,32,11,0,"79",23,5,6,0,0,0,0,"112.9","106.1"
"Trent Tucker","SG",77,193,10,33,69,0,"909",295,131,65,0,0,0,0,33,19,0,"208",46,26,15,0,0,0,0,"112.9","106.1"
"Michael Jordan","SG",78,195,8,29,78,78,"3067",2003,230,188,0,0,0,0,29,19,19,"783",528,72,58,0,0,0,0,"112.9","106.1"
"Jo Jo English","SG",76,195,0,22,6,0,"31",10,3,5,0,0,0,0,"112.9","106.1"
"Stacey King","C",83,230,3,26,76,3,"1059",340,6,128,0,0,0,0,26,19,0,"229",66,0,38,0,0,0,0,"112.9","106.1"
"Corey Williams","PG",74,190,0,22,35,0,"242",85,3,24,0,0,0,0,"112.9","106.1"
"Will Perdue","C",84,240,4,27,72,16,"998",246,1,139,0,0,0,0,27,13,0,"101",20,0,18,0,0,0,0,"112.9","106.1"
"Horace Grant","PF",82,215,5,27,77,77,"2745",829,5,218,0,0,0,0,27,19,19,"651",152,0,60,0,0,0,0,"112.9","106.1"
"John Paxson","PG",74,185,9,32,59,8,"1030",233,41,99,0,0,0,0,32,19,0,"331",60,24,30,0,0,0,0,"112.9","106.1"
"Scottie Pippen","SF",80,210,5,27,81,81,"3123",1327,93,219,0,0,0,0,27,19,19,"789",327,17,62,0,0,0,0,"112.9","106.1"
"Craig Ehlo","SG",78,180,9,31,82,73,"2559",785,244,170,0,0,0,0,31,9,9,"289",91,26,19,0,0,0,0,"112.7","106.0"
"Gerald Wilkins","SF",78,185,7,29,80,35,"2079",797,58,154,0,0,0,0,29,9,2,"236",87,12,16,0,0,0,0,"112.7","106.0"
"Hot Rod Williams","C",83,215,6,30,67,13,"2055",560,0,171,0,0,0,0,30,9,0,"237",75,0,26,0,0,0,0,"112.7","106.0"
"John Battle","SG",74,175,7,30,41,0,"497",200,6,39,0,0,0,0,30,1,0,"6",1,0,2,0,0,0,0,"112.7","106.0"
"Larry Nance","PF",82,205,11,33,77,77,"2753",971,4,223,0,0,0,0,33,9,9,"329",108,0,33,0,0,0,0,"112.7","106.0"
"Steve Kerr","PG",75,175,4,27,5,0,"41",10,2,2,0,0,0,0,"112.7","106.0"
"Mark Price","PG",72,170,6,28,75,74,"2380",986,293,105,0,0,0,0,28,9,9,"288",97,26,13,0,0,0,0,"112.7","106.0"
"Jay Guidinger","C",82,255,0,23,32,5,"215",55,0,48,0,0,0,0,23,4,0,"15",3,0,1,0,0,0,0,"112.7","106.0"
"Mike Sanders","SF",78,210,10,32,53,51,"1189",396,4,150,0,0,0,0,32,8,7,"145",48,2,17,0,0,0,0,"112.7","106.0"
"Terrell Brandon","PG",71,180,1,22,82,8,"1622",621,42,122,0,0,0,0,22,8,0,"132",46,5,6,0,0,0,0,"112.7","106.0"
"Danny Ferry","PF",82,230,2,26,76,1,"1461",459,82,171,0,0,0,0,26,8,0,"118",34,9,14,0,0,0,0,"112.7","106.0"
"Brad Daugherty","C",84,245,6,27,71,71,"2691",911,2,174,0,0,0,0,27,9,9,"356",115,0,25,0,0,0,0,"112.7","106.0"
"Jerome Lane","PF",78,230,4,26,21,2,"149",54,0,32,0,0,0,0,"112.7","106.0"
"Bobby Phills","SG",77,210,1,23,31,0,"139",82,5,19,0,0,0,0,23,2,0,"9",3,0,0,0,0,0,0,"112.7","106.0"
"Anthony Pullard","PF",82,245,0,26,8,0,"37",18,0,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Blue Edwards","SF",76,200,3,27,82,81,"2729",1083,106,242,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Frank Brickowski","C",81,240,8,33,66,64,"2075",836,26,235,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Todd Day","SG",78,188,0,23,71,37,"1931",828,184,222,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Danny Schayes","C",83,235,11,33,70,7,"1124",263,3,148,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Anthony Avent","PF",81,235,0,23,82,78,"2285",802,2,237,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Fred Roberts","C",82,218,9,32,79,5,"1488",428,29,138,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Eric Murdock","PG",73,190,1,24,79,78,"2437",936,119,177,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Dan O'Sullivan","C",82,250,1,24,3,0,"7",2,0,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Moses Malone","C",82,215,18,37,11,0,"104",42,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Brad Lohaus","PF",83,230,5,28,80,24,"1766",614,230,178,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Alaa Abdelnaby","PF",82,240,2,24,12,0,"159",56,1,24,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Alex Stivrins","SF",80,220,1,30,3,0,"25",11,0,4,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Lee Mayberry","PG",73,172,0,22,82,4,"1503",375,110,148,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Alan Ogg","C",86,240,2,25,3,0,"26",9,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Orlando Woolridge","SF",81,215,11,33,8,0,"78",33,0,8,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Alvin Robertson","SG",75,185,8,30,39,32,"1065",290,55,120,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Jon Barry","SG",76,195,0,23,47,0,"552",206,63,57,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Derek Strong","PF",80,220,1,24,23,0,"339",92,8,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.2","110.1"
"Dennis Rodman","PF",79,210,6,31,62,55,"2410",429,73,201,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Darrell Walker","SG",76,180,9,31,9,2,"144",19,1,12,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Isiah Thomas","PG",73,180,11,31,79,79,"2922",1258,198,222,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Orlando Woolridge","SF",81,215,11,33,50,47,"1477",566,9,114,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Isaiah Morris","SF",80,229,0,23,25,0,"102",57,0,14,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Jeff Ruland","C",82,240,7,34,11,0,"55",11,0,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Terry Mills","PF",82,230,2,25,81,46,"2183",1072,36,282,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Bill Laimbeer","C",83,245,12,35,79,41,"1933",574,27,212,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Olden Polynice","C",83,220,5,28,67,18,"1299",429,1,126,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Mark Randall","PF",80,235,1,25,35,0,"240",79,7,32,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Gerald Glass","SF",77,221,2,25,56,5,"777",312,31,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Danny Young","PG",75,175,8,30,65,2,"836",167,68,36,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Alvin Robertson","SG",75,185,8,30,30,22,"941",249,67,98,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Melvin Newbern","SG",76,200,0,25,33,1,"311",113,8,42,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Joe Dumars","SG",75,190,7,29,77,77,"3094",1454,299,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Mark Aguirre","SF",78,232,11,33,51,15,"1056",422,83,101,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.9"
"Dana Barros","PG",71,163,3,25,69,2,"1243",474,169,78,0,0,0,0,25,16,0,"136",47,16,6,0,0,0,0,"112.3","104.9"
"Gerald Paddio","SF",79,205,1,27,41,3,"307",159,8,24,0,0,0,0,27,9,0,"30",14,1,1,0,0,0,0,"112.3","104.9"
"Ricky Pierce","SG",76,205,10,33,77,72,"2218",1071,113,167,0,0,0,0,33,19,19,"578",270,30,40,0,0,0,0,"112.3","104.9"
"Nate McMillan","PG",77,195,6,28,73,25,"1977",459,65,240,0,0,0,0,28,19,2,"415",103,24,54,0,0,0,0,"112.3","104.9"
"Rich King","C",86,260,1,23,3,0,"12",5,0,1,0,0,0,0,"112.3","104.9"
"Steve Scheffler","C",81,250,2,25,29,5,"166",48,0,37,0,0,0,0,25,9,0,"22",10,0,1,0,0,0,0,"112.3","104.9"
"Vincent Askew","SG",78,210,3,26,64,4,"1053",292,6,124,0,0,0,0,26,12,0,"103",41,0,12,0,0,0,0,"112.3","104.9"
"Eddie Johnson","SF",79,215,11,33,82,0,"1869",991,56,173,0,0,0,0,33,19,0,"382",210,36,44,0,0,0,0,"112.3","104.9"
"Benoit Benjamin","C",84,250,7,28,31,6,"448",163,0,73,0,0,0,0,"112.3","104.9"
"Derrick McKey","SF",81,205,5,26,77,68,"2439",780,112,208,0,0,0,0,26,19,17,"647",158,5,51,0,0,0,0,"112.3","104.9"
"Sam Perkins","PF",81,235,8,31,30,13,"762",272,42,86,0,0,0,0,31,19,17,"626",225,79,55,0,0,0,0,"112.3","104.9"
"Michael Cage","C",81,224,8,31,82,66,"2156",416,1,183,0,0,0,0,31,19,2,"378",80,0,43,0,0,0,0,"112.3","104.9"
"Gary Payton","PG",76,180,2,24,82,78,"2548",963,34,250,0,0,0,0,24,19,19,"605",235,6,64,0,0,0,0,"112.3","104.9"
"Shawn Kemp","PF",82,230,3,23,78,68,"2582",1047,4,327,0,0,0,0,23,19,19,"663",215,0,78,0,0,0,0,"112.3","104.9"
"Scott Brooks","PG",71,165,4,27,82,0,"1516",385,99,136,0,0,0,0,27,12,0,"197",42,13,21,0,0,0,0,"109.6","105.2"
"Kennard Winchester","SG",77,210,2,26,39,0,"340",139,19,40,0,0,0,0,"109.6","105.2"
"Sleepy Floyd","PG",75,170,10,32,52,10,"867",305,56,59,0,0,0,0,32,7,0,"60",19,3,2,0,0,0,0,"109.6","105.2"
"Carl Herrera","PF",81,215,1,26,81,12,"1800",444,2,190,0,0,0,0,26,12,0,"195",57,2,36,0,0,0,0,"109.6","105.2"
"Winston Garland","PG",74,170,5,28,66,4,"1004",343,13,116,0,0,0,0,28,12,5,"246",74,1,27,0,0,0,0,"109.6","105.2"
"Robert Horry","SF",81,220,0,22,79,79,"2330",682,47,210,0,0,0,0,22,12,12,"374",101,30,30,0,0,0,0,"109.6","105.2"
"Kenny Smith","PG",75,170,5,27,82,82,"2422",744,219,110,0,0,0,0,27,12,12,"391",128,46,18,0,0,0,0,"109.6","105.2"
"Vernon Maxwell","SG",76,180,4,27,71,68,"2251",858,361,124,0,0,0,0,27,9,7,"308",117,46,17,0,0,0,0,"109.6","105.2"
"Mark Acres","C",83,220,5,30,6,0,"23",9,2,2,0,0,0,0,"109.6","105.2"
"Terry Teagle","SG",77,195,10,32,2,0,"25",7,0,1,0,0,0,0,32,5,0,"12",5,0,1,0,0,0,0,"109.6","105.2"
"Matt Bullard","PF",82,215,2,25,79,4,"1356",494,243,129,0,0,0,0,25,12,0,"169",42,28,11,0,0,0,0,"109.6","105.2"
"Tree Rollins","C",85,235,15,37,42,0,"247",41,2,43,0,0,0,0,37,6,0,"16",3,1,2,0,0,0,0,"109.6","105.2"
"Otis Thorpe","PF",81,225,8,30,72,69,"2357",690,2,234,0,0,0,0,30,12,12,"419",115,0,35,0,0,0,0,"109.6","105.2"
"Hakeem Olajuwon","C",84,255,8,30,82,82,"3242",1603,8,305,0,0,0,0,30,12,12,"518",238,1,37,0,0,0,0,"109.6","105.2"
