"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Reggie Miller","SG",79,185,5,27,82,82,"2954",1193,419,182,0,0,0,0,27,4,4,"175",75,19,11,0,0,0,0,"111.9","110.1"
"Vern Fleming","PG",77,185,8,30,75,8,"1503",554,36,126,0,0,0,0,30,3,3,"80",27,4,6,0,0,0,0,"111.9","110.1"
"Malik Sealy","SF",80,190,0,22,58,2,"672",319,31,74,0,0,0,0,22,3,0,"18",5,1,1,0,0,0,0,"111.9","110.1"
"Rik Smits","C",88,250,4,26,81,81,"2072",1017,0,285,0,0,0,0,26,4,4,"143",64,1,18,0,0,0,0,"111.9","110.1"
"George McCloud","SF",78,205,3,25,78,21,"1500",525,181,165,0,0,0,0,25,4,0,"79",23,12,14,0,0,0,0,"111.9","110.1"
"Pooh Richardson","PG",73,180,3,26,74,73,"2396",703,29,132,0,0,0,0,26,4,1,"95",15,1,7,0,0,0,0,"111.9","110.1"
"Greg Dreiling","C",85,250,6,30,43,0,"239",58,4,60,0,0,0,0,30,2,0,"4",1,1,1,0,0,0,0,"111.9","110.1"
"Sam Mitchell","SF",78,210,3,29,81,1,"1402",483,23,207,0,0,0,0,29,4,0,"25",8,0,4,0,0,0,0,"111.9","110.1"
"Sean Green","SG",77,210,1,22,13,0,"81",55,10,11,0,0,0,0,"111.9","110.1"
"Kenny Williams","SF",81,205,2,23,57,0,"844",282,3,87,0,0,0,0,23,2,0,"11",1,0,1,0,0,0,0,"111.9","110.1"
"Detlef Schrempf","PF",81,214,7,30,82,60,"3098",1085,52,305,0,0,0,0,30,4,4,"165",54,2,14,0,0,0,0,"111.9","110.1"
"Dale Davis","PF",83,230,1,23,82,82,"2264",535,0,274,0,0,0,0,23,4,4,"117",12,0,15,0,0,0,0,"111.9","110.1"
"LaSalle Thompson","C",82,245,10,31,63,0,"730",213,1,137,0,0,0,0,31,4,0,"73",15,0,9,0,0,0,0,"111.9","110.1"
"Oliver Miller","C",81,280,0,22,56,1,"1069",255,3,145,0,0,0,0,22,24,0,"513",121,2,76,0,0,0,0,"113.3","106.7"
"Cedric Ceballos","SF",78,190,2,23,74,46,"1607",662,2,103,0,0,0,0,23,16,3,"185",70,0,12,0,0,0,0,"113.3","106.7"
"Kevin Johnson","PG",73,180,5,26,49,47,"1643",565,8,100,0,0,0,0,26,23,23,"914",298,3,57,0,0,0,0,"113.3","106.7"
"Mark West","C",82,230,9,32,82,82,"1558",285,0,243,0,0,0,0,32,24,24,"469",79,0,69,0,0,0,0,"113.3","106.7"
"Richard Dumas","SF",79,200,0,23,48,32,"1320",576,3,127,0,0,0,0,23,23,20,"499",204,2,52,0,0,0,0,"113.3","106.7"
"Danny Ainge","SG",76,175,11,33,80,0,"2163",730,372,175,0,0,0,0,33,24,0,"591",170,80,61,0,0,0,0,"113.3","106.7"
"Alex Stivrins","PF",80,220,1,30,10,0,"35",18,1,7,0,0,0,0,"113.3","106.7"
"Negele Knight","PG",73,175,2,25,52,35,"888",317,7,66,0,0,0,0,25,9,1,"34",16,0,1,0,0,0,0,"113.3","106.7"
"Jerrod Mustaf","PF",82,238,2,23,32,9,"336",130,1,40,0,0,0,0,23,7,0,"10",5,0,0,0,0,0,0,"113.3","106.7"
"Tom Chambers","PF",82,220,11,33,73,0,"1723",716,28,212,0,0,0,0,33,24,1,"376",165,5,58,0,0,0,0,"113.3","106.7"
"Tim Kempton","PF",82,245,3,29,30,0,"167",48,0,30,0,0,0,0,"113.3","106.7"
"Dan Majerle","SG",78,215,4,27,82,82,"3199",1096,438,180,0,0,0,0,27,24,24,"1071",311,137,57,0,0,0,0,"113.3","106.7"
"Charles Barkley","PF",78,252,8,29,76,76,"2859",1376,220,196,0,0,0,0,29,24,24,"1026",482,45,73,0,0,0,0,"113.3","106.7"
"Kurt Rambis","PF",80,213,11,34,5,0,"41",7,0,3,0,0,0,0,"113.3","106.7"
"Frank Johnson","PG",73,185,8,34,77,0,"1122",312,12,112,0,0,0,0,34,22,0,"172",50,3,26,0,0,0,0,"113.3","106.7"
"Mark Bryant","C",81,245,4,27,80,24,"1396",370,1,226,0,0,0,0,27,4,4,"83",37,0,14,0,0,0,0,"108.3","105.2"
"Rod Strickland","SG",75,175,4,26,78,35,"2474",816,30,153,0,0,0,0,26,4,4,"156",52,1,10,0,0,0,0,"108.3","105.2"
"Kevin Duckworth","C",84,275,6,28,74,55,"1762",688,2,222,0,0,0,0,28,4,0,"58",21,0,12,0,0,0,0,"108.3","105.2"
"Mario Elie","SF",77,210,2,29,82,7,"1757",524,129,145,0,0,0,0,29,4,0,"52",10,2,1,0,0,0,0,"108.3","105.2"
"Jerome Kersey","SF",79,215,8,30,65,50,"1719",642,28,181,0,0,0,0,30,4,1,"98",42,1,15,0,0,0,0,"108.3","105.2"
"Terry Porter","PG",75,195,7,29,81,81,"2883",1108,345,122,0,0,0,0,29,4,4,"152",68,19,10,0,0,0,0,"108.3","105.2"
"Clifford Robinson","PF",82,225,3,26,82,12,"2575",1336,77,287,0,0,0,0,26,4,0,"131",61,1,17,0,0,0,0,"108.3","105.2"
"Dave Johnson","SG",79,210,0,22,42,0,"356",149,14,23,0,0,0,0,"108.3","105.2"
"Clyde Drexler","SF",79,210,9,30,49,49,"1671",816,133,159,0,0,0,0,30,3,3,"116",43,12,9,0,0,0,0,"108.3","105.2"
"Delaney Rudd","PG",74,180,3,30,15,1,"95",36,11,7,0,0,0,0,"108.3","105.2"
"Buck Williams","PF",80,215,11,32,82,82,"2498",528,1,270,0,0,0,0,32,4,4,"119",23,0,12,0,0,0,0,"108.3","105.2"
"Tracy Murray","SF",79,225,0,21,48,14,"495",260,70,59,0,0,0,0,"108.3","105.2"
"Reggie Smith","C",82,240,0,22,23,0,"68",27,1,16,0,0,0,0,"108.3","105.2"
"Joe Wolf","C",83,230,5,28,21,0,"156",43,1,22,0,0,0,0,28,2,0,"20",2,0,1,0,0,0,0,"108.3","105.2"
