"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Jon Koncak","C",84,250,5,27,77,61,"1931",321,8,265,0,0,0,0,27,5,5,"133",14,0,17,0,0,0,0,"110.9","110.1"
"John Battle","SG",74,175,5,28,79,2,"1863",862,49,145,0,0,0,0,28,5,0,"107",44,5,11,0,0,0,0,"110.9","110.1"
"Dominique Wilkins","SF",79,200,8,31,81,81,"3078",1640,249,156,0,0,0,0,31,5,5,"195",94,15,8,0,0,0,0,"110.9","110.1"
"Moses Malone","C",82,215,16,35,82,15,"1912",598,7,134,0,0,0,0,35,5,0,"84",20,0,4,0,0,0,0,"110.9","110.1"
"Tim McCormick","C",83,240,6,28,56,7,"689",187,3,91,0,0,0,0,28,2,0,"13",7,0,1,0,0,0,0,"110.9","110.1"
"Spud Webb","PG",66,133,5,27,75,64,"2197",803,168,180,0,0,0,0,27,5,5,"154",57,12,13,0,0,0,0,"110.9","110.1"
"Gary Leonard","C",85,250,1,23,4,0,"9",0,0,2,0,0,0,0,23,2,0,"5",2,0,0,0,0,0,0,"110.9","110.1"
"Howard Wright","PF",80,220,0,23,4,0,"20",3,0,3,0,0,0,0,"110.9","110.1"
"Sidney Moncrief","SG",75,180,10,33,72,3,"1096",240,64,112,0,0,0,0,33,5,0,"91",22,6,16,0,0,0,0,"110.9","110.1"
"Doc Rivers","PG",76,185,7,29,79,79,"2586",1020,262,216,0,0,0,0,29,5,5,"173",64,11,14,0,0,0,0,"110.9","110.1"
"Trevor Wilson","PF",79,210,0,22,25,0,"162",70,2,13,0,0,0,0,"110.9","110.1"
"John Morton","SF",75,180,1,23,66,2,"1207",274,12,112,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Darnell Valentine","PG",73,183,8,31,65,60,"1841",496,25,170,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Craig Ehlo","SG",78,180,7,29,82,68,"2766",773,149,209,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Derrick Chievous","SF",79,195,2,23,18,0,"110",46,0,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Steve Kerr","PG",75,175,2,25,57,4,"905",223,62,52,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Henry James","PF",80,220,0,25,37,4,"505",254,60,59,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Larry Nance","PF",82,205,9,31,80,78,"2927",1211,8,219,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Mike Woodson","SG",77,195,10,32,4,0,"46",23,1,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Milos Babic","PF",84,240,0,22,12,0,"52",19,0,7,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Mark Price","PG",72,170,4,26,16,16,"571",195,53,23,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Chucky Brown","SF",79,214,1,22,74,51,"1485",502,4,130,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Gerald Paddio","SF",79,205,0,25,70,22,"1181",506,24,71,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Danny Ferry","PF",82,230,0,24,81,2,"1661",643,77,230,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Brad Daugherty","C",84,245,4,25,76,76,"2946",1155,3,191,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Winston Bennett","SF",79,210,1,25,27,13,"334",107,0,50,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Hot Rod Williams","C",83,215,4,28,43,14,"1293",430,1,126,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.1","108.7"
"Charles Smith","PG",73,160,1,23,5,0,"30",7,0,7,0,0,0,0,"112.6","106.7"
"Dee Brown","PG",73,160,0,22,82,5,"1945",612,34,161,0,0,0,0,22,11,0,"284",108,5,32,0,0,0,0,"112.6","106.7"
"Derek Smith","PG",78,205,8,29,2,0,"16",4,1,3,0,0,0,0,29,10,0,"86",21,1,20,0,0,0,0,"112.6","106.7"
"Joe Kleine","C",83,255,5,29,72,1,"850",218,2,108,0,0,0,0,29,5,1,"31",9,0,7,0,0,0,0,"112.6","106.7"
"Stojko Vrankovic","C",86,260,0,27,31,0,"166",52,0,43,0,0,0,0,27,1,0,"4",1,0,2,0,0,0,0,"112.6","106.7"
"A.J. Wynder","PG",74,180,0,26,6,0,"39",12,1,1,0,0,0,0,"112.6","106.7"
"Ed Pinckney","PF",81,195,5,27,70,16,"1165",243,1,147,0,0,0,0,27,11,0,"170",21,0,17,0,0,0,0,"112.6","106.7"
"Larry Bird","SF",81,220,11,34,60,60,"2277",1017,198,118,0,0,0,0,34,10,10,"396",152,21,28,0,0,0,0,"112.6","106.7"
"Robert Parish","C",84,230,14,37,81,81,"2441",811,1,197,0,0,0,0,37,10,10,"296",97,0,34,0,0,0,0,"112.6","106.7"
"Brian Shaw","PG",78,190,1,24,79,79,"2772",942,27,206,0,0,0,0,24,11,11,"316",100,3,34,0,0,0,0,"112.6","106.7"
"Kevin McHale","PF",82,210,10,33,68,10,"2067",912,37,194,0,0,0,0,33,11,1,"376",148,11,42,0,0,0,0,"112.6","106.7"
"Reggie Lewis","SG",79,195,3,25,79,79,"2878",1219,13,234,0,0,0,0,25,11,11,"462",195,4,33,0,0,0,0,"112.6","106.7"
"Dave Popson","PF",82,220,1,26,19,0,"64",32,0,12,0,0,0,0,"112.6","106.7"
"Michael Smith","PF",82,225,1,25,47,3,"389",200,24,27,0,0,0,0,25,2,0,"6",2,1,2,0,0,0,0,"112.6","106.7"
"Kevin Gamble","SF",77,210,3,25,82,76,"2706",933,7,237,0,0,0,0,25,11,11,"238",60,0,24,0,0,0,0,"112.6","106.7"
"Kenny Walker","SF",80,210,4,26,54,8,"771",191,1,92,0,0,0,0,26,3,0,"31",8,0,8,0,0,0,0,"107.1","107.3"
"Eddie Lee Wilkins","C",82,220,4,28,68,1,"668",255,1,91,0,0,0,0,28,1,0,"13",6,0,4,0,0,0,0,"107.1","107.3"
"Jerrod Mustaf","PF",82,238,0,21,62,5,"825",228,1,109,0,0,0,0,21,3,0,"22",5,0,2,0,0,0,0,"107.1","107.3"
"Patrick Ewing","C",84,240,5,28,81,81,"3104",1645,6,287,0,0,0,0,28,3,3,"110",45,0,12,0,0,0,0,"107.1","107.3"
"Stuart Gray","C",84,235,6,27,8,0,"37",12,0,6,0,0,0,0,"107.1","107.3"
"Trent Tucker","SG",77,193,8,31,65,13,"1194",434,153,120,0,0,0,0,31,3,2,"66",25,10,7,0,0,0,0,"107.1","107.3"
"John Starks","SG",75,180,1,25,61,10,"1173",410,93,137,0,0,0,0,25,3,0,"28",5,0,4,0,0,0,0,"107.1","107.3"
"Greg Grant","PG",67,140,1,24,22,0,"107",27,3,12,0,0,0,0,"107.1","107.3"
"Mark Jackson","PG",73,180,3,25,72,21,"1595",508,51,81,0,0,0,0,25,3,0,"36",3,0,1,0,0,0,0,"107.1","107.3"
"Brian Quinnett","SG",80,235,1,24,68,5,"1011",303,43,100,0,0,0,0,24,3,0,"36",8,3,2,0,0,0,0,"107.1","107.3"
"Gerald Wilkins","SG",78,185,5,27,68,56,"2164",804,43,181,0,0,0,0,27,3,1,"78",38,7,11,0,0,0,0,"107.1","107.3"
"Charles Oakley","PF",80,225,5,27,76,74,"2739",595,2,288,0,0,0,0,27,3,3,"100",21,0,13,0,0,0,0,"107.1","107.3"
"Maurice Cheeks","PG",73,180,12,34,76,64,"2147",483,20,138,0,0,0,0,34,3,3,"101",23,3,9,0,0,0,0,"107.1","107.3"
"Kiki Vandeweghe","SF",80,220,10,32,75,72,"2420",927,141,122,0,0,0,0,32,3,3,"99",32,5,8,0,0,0,0,"107.1","107.3"
"Kendall Gill","SG",77,195,0,22,82,36,"1944",836,14,186,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Kelly Tripucka","SF",78,220,9,31,77,1,"1289",412,45,130,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Rex Chapman","PG",76,185,2,23,70,68,"2100",922,148,167,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Earl Cureton","PF",81,210,9,33,9,1,"159",24,1,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Mike Gminski","C",83,250,10,31,50,50,"1405",524,6,58,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Johnny Newman","SF",79,190,4,27,81,81,"2477",1017,84,278,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Eric Leckner","C",83,265,2,24,40,2,"744",198,0,123,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Scott Haffner","PG",75,180,1,24,7,0,"50",21,2,4,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Kenny Gattison","PF",80,225,3,26,72,6,"1552",457,2,211,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Muggsy Bogues","PG",63,136,3,26,81,46,"2299",524,12,160,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Randolph Keys","SF",79,195,2,24,44,0,"473",145,14,93,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Armen Gilliam","PF",81,230,3,26,25,25,"949",380,0,65,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Dave Hoppen","C",83,235,3,26,19,0,"112",32,1,18,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Jeff Sanders","PF",80,225,1,25,3,0,"43",14,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Dell Curry","SG",76,190,4,26,76,14,"1515",715,86,125,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Steve Scheffler","C",81,250,0,23,39,0,"227",39,0,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"J.R. Reid","C",81,247,1,22,80,80,"2467",773,2,286,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.0","110.4"
"Rick Mahorn","C",82,240,10,32,80,74,"2439",559,9,276,0,0,0,0,32,8,8,"208",36,0,25,0,0,0,0,"107.9","108.1"
"Tony Harris","SG",75,190,0,23,6,0,"41",16,2,5,0,0,0,0,"107.9","108.1"
"Robert Reid","SF",80,205,12,35,3,0,"37",14,0,3,0,0,0,0,35,7,0,"41",9,1,7,0,0,0,0,"107.9","108.1"
"Manute Bol","C",91,200,5,28,82,6,"1522",164,14,184,0,0,0,0,28,8,0,"109",18,0,14,0,0,0,0,"107.9","108.1"
"Mike Gminski","C",83,250,10,31,30,29,"791",284,8,41,0,0,0,0,"107.9","108.1"
"Mario Elie","SG",77,210,0,27,3,0,"20",7,2,2,0,0,0,0,"107.9","108.1"
"Brian Oliver","SG",76,210,0,22,73,4,"800",272,18,76,0,0,0,0,22,4,0,"15",6,0,4,0,0,0,0,"107.9","108.1"
"Andre Turner","PG",71,160,4,26,70,1,"1407",383,33,124,0,0,0,0,26,8,0,"189",48,9,12,0,0,0,0,"107.9","108.1"
"Dave Hoppen","C",83,235,3,26,11,0,"43",12,1,11,0,0,0,0,26,3,0,"9",3,0,1,0,0,0,0,"107.9","108.1"
"Rickey Green","PG",72,170,12,36,79,75,"2248",722,36,130,0,0,0,0,36,8,8,"199",55,4,9,0,0,0,0,"107.9","108.1"
"Jayson Williams","PF",81,240,0,22,52,1,"508",161,2,92,0,0,0,0,22,4,0,"10",5,0,1,0,0,0,0,"107.9","108.1"
"Kenny Payne","SF",80,195,1,24,47,6,"444",189,18,43,0,0,0,0,"107.9","108.1"
"Hersey Hawkins","SG",75,190,2,24,80,80,"3110",1251,270,182,0,0,0,0,24,8,8,"329",101,26,29,0,0,0,0,"107.9","108.1"
"Ron Anderson","SF",79,215,6,32,82,13,"2340",1055,43,163,0,0,0,0,32,8,0,"223",88,5,24,0,0,0,0,"107.9","108.1"
"Armen Gilliam","PF",81,230,3,26,50,50,"1695",621,2,120,0,0,0,0,26,8,8,"287",104,0,16,0,0,0,0,"107.9","108.1"
"Johnny Dawkins","PG",74,165,4,27,4,4,"124",41,4,4,0,0,0,0,"107.9","108.1"
"Charles Barkley","PF",78,252,6,27,67,67,"2498",1167,155,173,0,0,0,0,27,8,8,"326",125,20,23,0,0,0,0,"107.9","108.1"
"Jim Farmer","SG",76,190,3,26,2,0,"13",7,1,0,0,0,0,0,"107.9","108.1"
"Craig Hodges","SG",74,190,8,30,73,0,"843",344,115,74,0,0,0,0,30,17,0,"209",78,28,21,0,0,0,0,"114.6","105.2"
"Bill Cartwright","C",85,245,10,33,79,79,"2273",649,0,167,0,0,0,0,33,17,17,"511",135,0,55,0,0,0,0,"114.6","105.2"
"B.J. Armstrong","PG",74,175,1,23,82,0,"1731",632,30,118,0,0,0,0,23,17,0,"273",70,5,13,0,0,0,0,"114.6","105.2"
"John Paxson","PG",74,185,7,30,82,82,"1971",578,96,136,0,0,0,0,30,17,17,"487",117,14,32,0,0,0,0,"114.6","105.2"
"Michael Jordan","SG",78,195,6,27,82,82,"3034",1837,93,229,0,0,0,0,27,17,17,"689",376,26,53,0,0,0,0,"114.6","105.2"
"Scott Williams","PF",82,230,0,22,51,0,"337",104,2,51,0,0,0,0,22,12,0,"72",13,1,15,0,0,0,0,"114.6","105.2"
"Stacey King","PF",83,230,1,24,76,6,"1198",334,2,134,0,0,0,0,24,11,0,"86",27,1,15,0,0,0,0,"114.6","105.2"
"Will Perdue","C",84,240,2,25,74,3,"972",235,3,147,0,0,0,0,25,17,0,"198",53,0,41,0,0,0,0,"114.6","105.2"
"Horace Grant","PF",82,215,3,25,78,76,"2641",733,6,203,0,0,0,0,25,17,17,"666",156,0,45,0,0,0,0,"114.6","105.2"
"Cliff Levingston","PF",80,210,8,30,78,0,"1013",282,4,143,0,0,0,0,30,17,0,"192",41,0,28,0,0,0,0,"114.6","105.2"
"Dennis Hopson","SF",77,200,3,25,61,0,"728",244,5,79,0,0,0,0,25,5,0,"18",6,0,2,0,0,0,0,"114.6","105.2"
"Scottie Pippen","SF",80,210,3,25,82,82,"3014",1153,68,270,0,0,0,0,25,17,17,"704",282,17,58,0,0,0,0,"114.6","105.2"
"Tim Hardaway","PG",72,175,1,24,82,82,"3215",1551,252,228,0,0,0,0,24,9,9,"396",185,48,22,0,0,0,0,"111.9","110.3"
"Larry Robinson","SG",75,180,0,23,24,0,"170",59,0,23,0,0,0,0,"111.9","110.3"
"Steve Johnson","C",82,235,9,33,24,8,"228",63,0,50,0,0,0,0,"111.9","110.3"
"Rod Higgins","SF",79,200,8,31,82,9,"2024",559,220,198,0,0,0,0,31,9,3,"214",61,26,28,0,0,0,0,"111.9","110.3"
"Mitch Richmond","SG",77,215,2,25,77,77,"3027",1424,115,207,0,0,0,0,25,9,9,"372",169,24,28,0,0,0,0,"111.9","110.3"
"Tyrone Hill","PF",81,240,0,22,74,22,"1192",299,0,264,0,0,0,0,22,9,0,"80",14,1,25,0,0,0,0,"111.9","110.3"
"Chris Mullin","SF",78,200,5,27,82,82,"3315",1449,133,176,0,0,0,0,27,8,8,"366",131,13,23,0,0,0,0,"111.9","110.3"
"Jim Petersen","C",82,235,6,28,62,21,"834",236,4,153,0,0,0,0,28,9,4,"117",17,0,35,0,0,0,0,"111.9","110.3"
"Mario Elie","SF",77,210,0,27,30,0,"624",152,8,83,0,0,0,0,27,9,7,"197",56,1,32,0,0,0,0,"111.9","110.3"
"Bart Kofoed","SG",76,210,2,26,5,0,"21",3,0,4,0,0,0,0,"111.9","110.3"
"Vincent Askew","SG",78,210,1,24,7,0,"85",25,0,21,0,0,0,0,24,6,0,"41",15,0,6,0,0,0,0,"111.9","110.3"
"Tom Tolbert","PF",79,235,2,25,62,32,"1371",433,21,195,0,0,0,0,25,9,0,"116",33,3,29,0,0,0,0,"111.9","110.3"
"Sarunas Marciulionis","SG",77,200,1,26,50,10,"987",365,6,136,0,0,0,0,26,9,0,"206",84,1,21,0,0,0,0,"111.9","110.3"
"Paul Mokeski","C",84,250,11,34,36,1,"257",59,9,58,0,0,0,0,34,3,0,"8",1,0,4,0,0,0,0,"111.9","110.3"
"Alton Lister","C",84,240,9,32,77,65,"1552",393,1,282,0,0,0,0,32,6,5,"72",25,0,15,0,0,0,0,"111.9","110.3"
"Kevin Pritchard","PG",75,180,0,23,62,1,"773",229,31,104,0,0,0,0,"111.9","110.3"
"Les Jepsen","C",84,237,0,23,21,0,"105",36,1,16,0,0,0,0,"111.9","110.3"
"Mike Smrek","C",84,250,5,28,5,0,"25",11,0,9,0,0,0,0,"111.9","110.3"
"T.R. Dunn","SG",76,192,13,35,17,3,"217",47,4,30,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Walter Davis","SG",78,193,13,36,39,13,"1044",667,33,108,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Anthony Mason","PF",79,250,1,24,3,0,"21",4,0,6,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Reggie Williams","SF",79,190,3,26,51,46,"1542",728,131,189,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Corey Gaines","SG",75,195,2,25,10,2,"226",70,21,25,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Orlando Woolridge","SF",81,215,9,31,53,50,"1823",983,4,145,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Tim Legler","SG",76,200,1,24,10,0,"148",72,12,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Michael Adams","PG",70,162,5,28,66,66,"2346",1421,564,162,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Terry Mills","PF",82,230,0,23,17,0,"279",120,2,44,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Anthony Cook","PF",81,205,0,23,58,25,"1121",283,3,100,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Kenny Battle","SG",78,210,1,26,40,4,"682",196,22,83,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Greg Anderson","PF",82,230,3,26,41,2,"659",193,0,107,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Todd Lichti","SG",76,205,1,24,29,25,"860",378,47,65,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Marcus Liberty","SF",80,205,0,22,76,18,"1171",513,57,153,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Mahmoud Abdul-Rauf","PG",73,162,0,21,67,19,"1505",1009,100,149,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Craig Neal","PG",77,165,1,26,10,0,"125",35,9,26,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Joe Wolf","C",83,230,3,26,74,38,"1593",519,15,244,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Blair Rasmussen","C",84,250,5,28,70,69,"2325",885,5,307,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Jerome Lane","PF",78,230,2,24,62,25,"1383",461,4,192,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Avery Johnson","PG",70,175,2,25,21,4,"217",68,4,22,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Jim Farmer","SG",76,190,3,26,25,1,"443",216,22,58,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.2","114.7"
"Jay Humphries","PG",75,185,6,28,80,80,"2726",960,161,237,0,0,0,0,28,3,3,"123",32,5,17,0,0,0,0,"109.7","107.2"
"Jack Sikma","C",83,230,13,35,77,44,"1940",691,135,218,0,0,0,0,35,3,0,"51",15,2,4,0,0,0,0,"109.7","107.2"
"Frank Brickowski","PF",81,240,6,31,75,73,"1912",706,2,255,0,0,0,0,31,3,3,"110",45,2,16,0,0,0,0,"109.7","107.2"
"Everette Stephens","PG",74,175,1,24,3,0,"6",3,0,0,0,0,0,0,"109.7","107.2"
"Ricky Pierce","SG",76,205,8,31,46,0,"1327",720,93,90,0,0,0,0,"109.7","107.2"
"Lester Conner","PG",76,180,7,31,39,2,"519",96,3,37,0,0,0,0,31,1,0,"7",1,0,1,0,0,0,0,"109.7","107.2"
"Fred Roberts","PF",82,218,7,30,82,82,"2114",670,25,190,0,0,0,0,30,3,3,"103",35,1,5,0,0,0,0,"109.7","107.2"
"Dale Ellis","SG",79,205,7,30,21,0,"624",327,68,53,0,0,0,0,"109.7","107.2"
"Adrian Dantley","SF",77,208,14,34,10,0,"126",50,3,8,0,0,0,0,34,3,0,"19",7,0,0,0,0,0,0,"109.7","107.2"
"Frank Kornet","PF",81,225,1,24,32,0,"157",62,18,28,0,0,0,0,"109.7","107.2"
"Greg Anderson","PF",82,230,3,26,26,0,"247",73,1,29,0,0,0,0,"109.7","107.2"
"Brad Lohaus","PF",83,230,3,26,81,3,"1219",415,119,170,0,0,0,0,26,3,0,"41",16,8,6,0,0,0,0,"109.7","107.2"
"Alvin Robertson","SG",75,185,6,28,81,81,"2598",904,63,273,0,0,0,0,28,3,3,"118",49,9,12,0,0,0,0,"109.7","107.2"
"Danny Schayes","C",83,235,9,31,82,38,"2228",597,5,264,0,0,0,0,31,3,3,"71",23,1,8,0,0,0,0,"109.7","107.2"
"Jeff Grayer","SG",77,200,2,25,82,7,"1422",485,3,98,0,0,0,0,25,3,0,"37",13,0,2,0,0,0,0,"109.7","107.2"
"Steve Henson","PG",71,177,0,22,68,0,"690",189,54,83,0,0,0,0,22,3,0,"40",12,3,3,0,0,0,0,"109.7","107.2"
"Dennis Rodman","PF",79,210,4,29,82,77,"2747",560,30,281,0,0,0,0,29,15,14,"495",91,9,55,0,0,0,0,"108.2","104.6"
"Lance Blanks","SG",76,190,0,24,38,0,"214",61,16,35,0,0,0,0,"108.2","104.6"
"Gerald Henderson","PG",74,175,11,35,23,10,"392",117,21,43,0,0,0,0,35,10,1,"40",16,3,4,0,0,0,0,"108.2","104.6"
"Vinnie Johnson","SG",74,200,11,34,82,28,"2390",936,34,166,0,0,0,0,34,15,3,"438",220,13,33,0,0,0,0,"108.2","104.6"
"William Bedford","C",84,225,3,27,60,4,"562",242,13,76,0,0,0,0,27,8,3,"65",24,2,14,0,0,0,0,"108.2","104.6"
"Isiah Thomas","PG",73,180,9,29,48,46,"1657",665,65,118,0,0,0,0,29,13,11,"436",149,22,41,0,0,0,0,"108.2","104.6"
"John Long","SG",77,195,12,34,25,0,"256",85,6,17,0,0,0,0,"108.2","104.6"
"Scott Hastings","PF",82,235,8,30,27,0,"113",28,4,23,0,0,0,0,30,10,0,"35",6,4,6,0,0,0,0,"108.2","104.6"
"Bill Laimbeer","C",83,245,10,33,82,81,"2668",778,125,242,0,0,0,0,33,15,15,"446",148,17,54,0,0,0,0,"108.2","104.6"
"John Salley","PF",83,230,4,26,74,1,"1649",377,1,240,0,0,0,0,26,15,0,"308",70,0,58,0,0,0,0,"108.2","104.6"
"Tree Rollins","C",85,235,13,35,37,0,"202",33,0,35,0,0,0,0,35,6,0,"32",2,0,6,0,0,0,0,"108.2","104.6"
"Joe Dumars","SG",75,190,5,27,80,80,"3046",1292,45,135,0,0,0,0,27,15,15,"588",245,42,33,0,0,0,0,"108.2","104.6"
"Mark Aguirre","SF",78,232,9,31,78,13,"2006",909,78,209,0,0,0,0,31,15,2,"397",178,33,41,0,0,0,0,"108.2","104.6"
"James Edwards","C",84,225,13,35,72,70,"1903",792,2,249,0,0,0,0,35,15,11,"345",150,0,43,0,0,0,0,"108.2","104.6"
"Roy Hinson","PF",81,210,7,29,9,0,"91",39,0,14,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"102.9","107.4"
