"","X","X.3","X.2","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"4657",4657,4657,4657,4657,19851204,"Elston Turner","Denver Nuggets",0,1,"11:00",0,2,0,63,81,"Indiana Pacers","Denver Nuggets","Denver Nuggets",NA,NA,NA
"4658",4658,4658,4658,4658,19851204,"Clint Richardson","Indiana Pacers",1,1,"31:00",0,1,0,84,125,"Indiana Pacers","Denver Nuggets","Denver Nuggets",NA,NA,NA
"4659",4659,4659,4659,4659,19851204,"Larry Drew","Sacramento Kings",1,1,"27:00",0,3,0,70,120,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4660",4660,4660,4660,4660,19851204,"Carl Henry","Sacramento Kings",0,1,"4:00",0,1,0,97,98,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4661",4661,4661,4661,4661,19851204,"Franklin Edwards","Los Angeles Clippers",0,0,"14:00",0,3,0,82,96,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4662",4662,4662,4662,4662,19851204,"Joe Kleine","Sacramento Kings",1,1,"21:00",0,4,0,118,114,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4663",4663,4663,4663,4663,19851204,"Rich Kelley","Sacramento Kings",0,1,"25:00",0,4,0,121,117,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4664",4664,4664,4664,4664,19851204,"Rory White","Los Angeles Clippers",0,0,"34:00",0,3,0,143,92,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4665",4665,4665,4665,4665,19851204,"Michael Adams","Sacramento Kings",0,1,"9:00",0,0,0,16,116,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4666",4666,4666,4666,4666,19851204,"Mark Olberding","Sacramento Kings",1,1,"29:00",0,3,0,125,118,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4667",4667,4667,4667,4667,19851204,"Terry Tyler","Sacramento Kings",0,1,"21:00",0,4,0,59,115,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4668",4668,4668,4668,4668,19851204,"Cedric Maxwell","Los Angeles Clippers",1,0,"26:00",0,5,0,148,92,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4669",4669,4669,4669,4669,19851204,"Eddie Johnson","Sacramento Kings",1,1,"28:00",0,5,0,69,120,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4670",4670,4670,4670,4670,19851204,"Benoit Benjamin","Los Angeles Clippers",0,0,"20:00",0,1,0,39,84,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4671",4671,4671,4671,4671,19851204,"Junior Bridgeman","Los Angeles Clippers",1,0,"18:00",0,2,0,83,95,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4672",4672,4672,4672,4672,19851204,"Jay Murphy","Los Angeles Clippers",0,0,"6:00",0,1,0,115,88,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4673",4673,4673,4673,4673,19851204,"Marques Johnson","Los Angeles Clippers",1,0,"37:00",0,4,0,129,96,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4674",4674,4674,4674,4674,19851204,"Norm Nixon","Los Angeles Clippers",1,0,"35:00",2,2,0,137,98,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4675",4675,4675,4675,4675,19851204,"Reggie Theus","Sacramento Kings",1,1,"32:00",0,2,0,125,111,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4676",4676,4676,4676,4676,19851204,"Otis Thorpe","Sacramento Kings",0,1,"25:00",0,2,0,100,113,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4677",4677,4677,4677,4677,19851204,"Michael Cage","Los Angeles Clippers",0,0,"22:00",0,0,0,87,93,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4678",4678,4678,4678,4678,19851204,"Mike Woodson","Sacramento Kings",0,1,"19:00",0,3,0,100,119,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4679",4679,4679,4679,4679,19851204,"Kurt Nimphius","Los Angeles Clippers",1,0,"28:00",0,3,0,111,91,"Los Angeles Clippers","Sacramento Kings","Los Angeles Clippers",NA,NA,NA
"4680",4680,4680,4680,4680,19851204,"Scott Wedman","Boston Celtics",0,1,"16:00",0,3,0,108,103,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4681",4681,4681,4681,4681,19851204,"Sam Vincent","Boston Celtics",0,1,"3:00",0,2,0,57,114,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4682",4682,4682,4682,4682,19851204,"Dennis Johnson","Boston Celtics",1,1,"39:00",1,2,0,126,110,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4683",4683,4683,4683,4683,19851204,"Rick Carlisle","Boston Celtics",0,1,"9:00",0,0,0,140,108,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4684",4684,4684,4684,4684,19851204,"Bill Walton","Boston Celtics",0,1,"23:00",0,3,0,101,94,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4685",4685,4685,4685,4685,19851204,"Mike Gminski","New Jersey Nets",1,0,"31:00",0,1,0,115,125,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4686",4686,4686,4686,4686,19851204,"Danny Ainge","Boston Celtics",1,1,"30:00",2,1,0,179,95,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4687",4687,4687,4687,4687,19851204,"Robert Parish","Boston Celtics",1,1,"29:00",0,2,0,98,107,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4688",4688,4688,4688,4688,19851204,"Jeff Turner","New Jersey Nets",0,0,"5:00",0,0,0,129,129,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4689",4689,4689,4689,4689,19851204,"Buck Williams","New Jersey Nets",1,0,"35:00",0,2,0,110,120,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4690",4690,4690,4690,4690,19851204,"Mickey Johnson","New Jersey Nets",0,0,"20:00",0,3,0,105,128,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4691",4691,4691,4691,4691,19851204,"Micheal Ray Richardson","New Jersey Nets",1,0,"34:00",0,4,0,131,122,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4692",4692,4692,4692,4692,19851204,"Darwin Cook","New Jersey Nets",0,0,"14:00",0,1,0,89,111,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4693",4693,4693,4693,4693,19851204,"Larry Bird","Boston Celtics",1,1,"35:00",2,4,0,99,105,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4694",4694,4694,4694,4694,19851204,"Mike O'Koren","New Jersey Nets",0,0,"17:00",1,1,0,59,121,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4695",4695,4695,4695,4695,19851204,"Darryl Dawkins","New Jersey Nets",0,0,"12:00",0,3,0,126,125,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4696",4696,4696,4696,4696,19851204,"Bobby Cattage","New Jersey Nets",0,0,"8:00",1,0,0,91,129,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4697",4697,4697,4697,4697,19851204,"Kelvin Ransey","New Jersey Nets",0,0,"15:00",0,1,0,124,126,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4698",4698,4698,4698,4698,19851204,"Jerry Sichting","Boston Celtics",0,1,"15:00",0,3,0,122,108,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4699",4699,4699,4699,4699,19851204,"Greg Kite","Boston Celtics",0,1,"3:00",0,1,0,201,114,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4700",4700,4700,4700,4700,19851204,"Albert King","New Jersey Nets",1,0,"16:00",1,2,0,52,128,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4701",4701,4701,4701,4701,19851204,"Kevin McHale","Boston Celtics",1,1,"38:00",0,4,0,135,111,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4702",4702,4702,4702,4702,19851204,"Otis Birdsong","New Jersey Nets",1,0,"33:00",1,4,0,96,121,"New Jersey Nets","Boston Celtics","Boston Celtics",NA,NA,NA
"4703",4703,4703,4703,4703,19851204,"Jeff Malone","Washington Bullets",1,1,"40:00",1,5,0,92,105,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4704",4704,4704,4704,4704,19851204,"Gus Williams","Washington Bullets",1,1,"35:00",2,2,0,109,107,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4705",4705,4705,4705,4705,19851204,"Frank Johnson","Washington Bullets",0,1,"31:00",0,1,0,91,112,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4706",4706,4706,4706,4706,19851204,"Terry Catledge","Philadelphia 76ers",0,1,"26:00",0,1,0,110,101,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4707",4707,4707,4707,4707,19851204,"Paul Thompson","Philadelphia 76ers",1,1,"44:00",0,6,0,107,101,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4708",4708,4708,4708,4708,19851204,"Voise Winters","Philadelphia 76ers",0,1,"6:00",0,0,0,0,105,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4709",4709,4709,4709,4709,19851204,"Charles Jones","Washington Bullets",1,1,"32:00",0,4,0,87,106,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4710",4710,4710,4710,4710,19851204,"Cliff Robinson","Washington Bullets",1,1,"25:00",0,0,0,46,104,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4711",4711,4711,4711,4711,19851204,"Moses Malone","Philadelphia 76ers",1,1,"42:00",0,2,0,82,96,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4712",4712,4712,4712,4712,19851204,"Clemon Johnson","Philadelphia 76ers",0,1,"16:00",0,2,0,155,108,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4713",4713,4713,4713,4713,19851204,"Jeff Ruland","Washington Bullets",1,1,"47:00",0,5,0,119,104,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4714",4714,4714,4714,4714,19851204,"Leon Wood","Philadelphia 76ers",0,1,"16:00",2,1,0,144,108,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4715",4715,4715,4715,4715,19851204,"Manute Bol","Washington Bullets",0,1,"27:00",0,6,0,79,96,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4716",4716,4716,4716,4716,19851204,"Greg Stokes","Philadelphia 76ers",1,1,"27:00",0,4,0,116,107,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4717",4717,4717,4717,4717,19851204,"Charles Barkley","Philadelphia 76ers",1,1,"42:00",2,4,0,106,91,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4718",4718,4718,4718,4718,19851204,"Kenny Green","Washington Bullets",0,1,"28:00",0,3,0,124,108,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4719",4719,4719,4719,4719,19851204,"Maurice Cheeks","Philadelphia 76ers",1,1,"46:00",0,1,0,115,103,"Philadelphia 76ers","Washington Bullets","Philadelphia 76ers",NA,NA,NA
"4720",4720,4720,4720,4720,19851204,"Jay Humphries","Phoenix Suns",1,1,"23:00",0,1,0,88,106,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4721",4721,4721,4721,4721,19851204,"Jawann Oldham","Chicago Bulls",1,1,"30:00",0,2,0,81,95,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4722",4722,4722,4722,4722,19851204,"Walter Davis","Phoenix Suns",1,1,"34:00",0,2,0,127,99,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4723",4723,4723,4723,4723,19851204,"Gene Banks","Chicago Bulls",0,1,"18:00",0,1,0,126,101,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4724",4724,4724,4724,4724,19851204,"Larry Nance","Phoenix Suns",1,1,"41:00",0,3,0,128,100,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4725",4725,4725,4725,4725,19851204,"Orlando Woolridge","Chicago Bulls",1,1,"36:00",0,4,0,98,102,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4726",4726,4726,4726,4726,19851204,"Alvan Adams","Phoenix Suns",1,1,"31:00",0,1,0,76,91,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4727",4727,4727,4727,4727,19851204,"Rick Robey","Phoenix Suns",0,1,"14:00",0,3,0,35,99,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4728",4728,4728,4728,4728,19851204,"Ed Pinckney","Phoenix Suns",0,1,"7:00",0,2,0,200,102,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4729",4729,4729,4729,4729,19851204,"Charles Oakley","Chicago Bulls",0,1,"14:00",0,4,0,124,95,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4730",4730,4730,4730,4730,19851204,"George Gervin","Chicago Bulls",1,1,"24:00",1,1,0,71,102,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4731",4731,4731,4731,4731,19851204,"Quintin Dailey","Chicago Bulls",0,1,"18:00",0,1,0,84,105,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4732",4732,4732,4732,4732,19851204,"Mike Sanders","Phoenix Suns",0,1,"15:00",0,3,0,85,104,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4733",4733,4733,4733,4733,19851204,"Dave Corzine","Chicago Bulls",0,1,"18:00",0,2,0,135,106,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4734",4734,4734,4734,4734,19851204,"Charles Jones","Phoenix Suns",0,1,"17:00",0,2,0,84,97,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4735",4735,4735,4735,4735,19851204,"Kyle Macy","Chicago Bulls",1,1,"22:00",2,4,0,58,107,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4736",4736,4736,4736,4736,19851204,"Rod Foster","Phoenix Suns",0,1,"24:00",0,2,0,105,107,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4737",4737,4737,4737,4737,19851204,"James Edwards","Phoenix Suns",1,1,"34:00",0,3,0,76,94,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4738",4738,4738,4738,4738,19851204,"John Paxson","Chicago Bulls",0,1,"26:00",1,3,0,136,105,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4739",4739,4739,4739,4739,19851204,"Sidney Green","Chicago Bulls",1,1,"34:00",0,2,0,113,92,"Phoenix Suns","Chicago Bulls","Phoenix Suns",NA,NA,NA
"4740",4740,4740,4740,4740,19851204,"Fred Roberts","Utah Jazz",0,0,"4:00",0,1,0,0,112,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4741",4741,4741,4741,4741,19851204,"Mark Eaton","Utah Jazz",1,0,"27:00",0,6,0,94,111,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4742",4742,4742,4742,4742,19851204,"Mitch Kupchak","Los Angeles Lakers",0,0,"14:00",0,2,0,119,112,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4743",4743,4743,4743,4743,19851204,"John Stockton","Utah Jazz",1,0,"41:00",0,2,0,142,111,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4744",4744,4744,4744,4744,19851204,"Adrian Dantley","Utah Jazz",1,0,"46:00",0,5,0,114,111,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4745",4745,4745,4745,4745,19851204,"Kareem Abdul-Jabbar","Los Angeles Lakers",1,0,"39:00",0,5,0,84,115,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4746",4746,4746,4746,4746,19851204,"Steve Hayes","Utah Jazz",0,0,"8:00",0,0,0,0,117,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4747",4747,4747,4747,4747,19851204,"Magic Johnson","Los Angeles Lakers",1,0,"35:00",1,5,0,144,98,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4748",4748,4748,4748,4748,19851204,"Rickey Green","Utah Jazz",0,0,"12:00",0,0,0,101,121,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4749",4749,4749,4749,4749,19851204,"Mike McGee","Los Angeles Lakers",0,0,"14:00",1,2,0,93,118,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4750",4750,4750,4750,4750,19851204,"Karl Malone","Utah Jazz",1,0,"44:00",0,5,0,131,112,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4751",4751,4751,4751,4751,19851204,"Pace Mannion","Utah Jazz",0,0,"4:00",0,1,0,81,112,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4752",4752,4752,4752,4752,19851204,"Byron Scott","Los Angeles Lakers",1,0,"24:00",0,0,0,72,107,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4753",4753,4753,4753,4753,19851204,"Bob Hansen","Utah Jazz",1,0,"16:00",0,3,0,126,115,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4754",4754,4754,4754,4754,19851204,"Carey Scurry","Utah Jazz",0,0,"5:00",0,2,0,25,120,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4755",4755,4755,4755,4755,19851204,"Kurt Rambis","Los Angeles Lakers",1,0,"16:00",0,4,0,146,114,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4756",4756,4756,4756,4756,19851204,"James Worthy","Los Angeles Lakers",1,0,"33:00",0,5,0,128,116,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4757",4757,4757,4757,4757,19851204,"Jeff Wilkins","Utah Jazz",0,0,"18:00",0,5,0,103,113,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4758",4758,4758,4758,4758,19851204,"Thurl Bailey","Utah Jazz",0,0,"40:00",0,0,0,96,114,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4759",4759,4759,4759,4759,19851204,"A.C. Green","Los Angeles Lakers",0,0,"24:00",0,5,0,109,110,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4760",4760,4760,4760,4760,19851204,"Michael Cooper","Los Angeles Lakers",0,0,"37:00",3,5,0,116,106,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4761",4761,4761,4761,4761,19851204,"Maurice Lucas","Los Angeles Lakers",0,0,"29:00",1,1,0,119,107,"Utah Jazz","Los Angeles Lakers","Los Angeles Lakers",NA,NA,NA
"4762",4762,4762,4762,4762,19851205,"Jack Sikma","Seattle SuperSonics",1,0,"38:00",0,4,0,114,105,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4763",4763,4763,4763,4763,19851205,"Roy Hinson","Cleveland Cavaliers",1,0,"21:00",0,5,0,96,100,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4764",4764,4764,4764,4764,19851205,"Tom Chambers","Seattle SuperSonics",0,0,"30:00",0,4,0,84,105,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4765",4765,4765,4765,4765,19851205,"Johnny Davis","Cleveland Cavaliers",0,0,"19:00",0,2,0,94,107,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4766",4766,4766,4766,4766,19851205,"Gerald Henderson","Seattle SuperSonics",1,0,"36:00",0,3,0,112,110,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4767",4767,4767,4767,4767,19851205,"Al Wood","Seattle SuperSonics",1,0,"18:00",1,4,0,85,113,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4768",4768,4768,4768,4768,19851205,"Mark West","Cleveland Cavaliers",1,0,"24:00",0,4,0,114,105,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4769",4769,4769,4769,4769,19851205,"Danny Vranes","Seattle SuperSonics",0,0,"15:00",0,2,0,0,113,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4770",4770,4770,4770,4770,19851205,"Ricky Sobers","Seattle SuperSonics",0,0,"22:00",1,1,0,79,106,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4771",4771,4771,4771,4771,19851205,"Edgar Jones","Cleveland Cavaliers",0,0,"29:00",0,3,0,108,102,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4772",4772,4772,4772,4772,19851205,"Michael Phelps","Seattle SuperSonics",0,0,"8:00",0,3,0,94,95,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4773",4773,4773,4773,4773,19851205,"Tim McCormick","Seattle SuperSonics",1,0,"31:00",0,2,0,108,110,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4774",4774,4774,4774,4774,19851205,"John Bagley","Cleveland Cavaliers",1,0,"36:00",1,2,0,115,106,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4775",4775,4775,4775,4775,19851205,"Ben Poquette","Cleveland Cavaliers",0,0,"22:00",0,3,0,86,94,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4776",4776,4776,4776,4776,19851205,"Danny Young","Seattle SuperSonics",0,0,"12:00",0,1,0,90,85,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4777",4777,4777,4777,4777,19851205,"Ron Anderson","Cleveland Cavaliers",0,0,"9:00",0,0,0,63,109,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4778",4778,4778,4778,4778,19851205,"Melvin Turpin","Cleveland Cavaliers",1,0,"39:00",0,4,0,102,105,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4779",4779,4779,4779,4779,19851205,"George Johnson","Seattle SuperSonics",0,0,"3:00",0,1,0,0,97,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4780",4780,4780,4780,4780,19851205,"World B. Free","Cleveland Cavaliers",1,0,"41:00",2,2,0,119,102,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4781",4781,4781,4781,4781,19851205,"Xavier McDaniel","Seattle SuperSonics",1,0,"27:00",0,4,0,116,108,"Cleveland Cavaliers","Seattle SuperSonics","Cleveland Cavaliers",NA,NA,NA
"4782",4782,4782,4782,4782,19851205,"Jay Vincent","Dallas Mavericks",0,0,"24:00",0,3,0,121,116,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4783",4783,4783,4783,4783,19851205,"Detlef Schrempf","Dallas Mavericks",1,0,"4:00",0,0,0,62,127,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4784",4784,4784,4784,4784,19851205,"Steve Johnson","San Antonio Spurs",1,0,"30:00",0,6,0,106,120,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4785",4785,4785,4785,4785,19851205,"Artis Gilmore","San Antonio Spurs",1,0,"42:00",0,2,0,133,116,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4786",4786,4786,4786,4786,19851205,"Sam Perkins","Dallas Mavericks",1,0,"35:00",0,3,0,105,118,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4787",4787,4787,4787,4787,19851205,"Derek Harper","Dallas Mavericks",0,0,"37:00",4,2,0,179,126,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4788",4788,4788,4788,4788,19851205,"Mike Mitchell","San Antonio Spurs",1,0,"29:00",0,5,0,106,123,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4789",4789,4789,4789,4789,19851205,"Dale Ellis","Dallas Mavericks",0,0,"4:00",0,1,0,0,126,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4790",4790,4790,4790,4790,19851205,"Rolando Blackman","Dallas Mavericks",1,0,"34:00",0,3,0,67,121,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4791",4791,4791,4791,4791,19851205,"Marc Iavaroni","San Antonio Spurs",0,0,"23:00",0,3,0,139,123,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4792",4792,4792,4792,4792,19851205,"Alvin Robertson","San Antonio Spurs",1,0,"25:00",0,5,0,154,100,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4793",4793,4793,4793,4793,19851205,"Brad Davis","Dallas Mavericks",1,0,"26:00",2,3,0,144,120,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4794",4794,4794,4794,4794,19851205,"James Donaldson","Dallas Mavericks",0,0,"37:00",0,0,0,48,117,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4795",4795,4795,4795,4795,19851205,"Jon Sundvold","San Antonio Spurs",0,0,"9:00",0,1,0,97,115,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4796",4796,4796,4796,4796,19851205,"Johnny Moore","San Antonio Spurs",1,0,"40:00",0,1,0,150,111,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4797",4797,4797,4797,4797,19851205,"Mark Aguirre","Dallas Mavericks",1,0,"39:00",0,3,0,126,120,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4798",4798,4798,4798,4798,19851205,"Jeff Cook","San Antonio Spurs",0,0,"8:00",0,3,0,56,120,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4799",4799,4799,4799,4799,19851205,"Tyrone Corbin","San Antonio Spurs",0,0,"9:00",0,1,0,23,126,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
