"","X","X.3","X.2","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"4800",4800,4800,4800,4800,19851205,"Alfredrick Hughes","San Antonio Spurs",0,0,"25:00",1,1,0,91,123,"Dallas Mavericks","San Antonio Spurs","San Antonio Spurs",NA,NA,NA
"4801",4801,4801,4801,4801,19851205,"Rick Mahorn","Detroit Pistons",0,0,"24:00",0,2,0,88,101,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4802",4802,4802,4802,4802,19851205,"Mike Gminski","New Jersey Nets",1,1,"34:00",0,2,0,135,101,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4803",4803,4803,4803,4803,19851205,"Earl Cureton","Detroit Pistons",0,0,"20:00",0,3,0,108,109,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4804",4804,4804,4804,4804,19851205,"Micheal Ray Richardson","New Jersey Nets",1,1,"36:00",0,3,0,91,107,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4805",4805,4805,4805,4805,19851205,"Isiah Thomas","Detroit Pistons",1,0,"37:00",1,4,0,103,105,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4806",4806,4806,4806,4806,19851205,"Vinnie Johnson","Detroit Pistons",0,0,"18:00",0,3,0,110,117,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4807",4807,4807,4807,4807,19851205,"Otis Birdsong","New Jersey Nets",1,1,"38:00",0,4,0,92,113,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4808",4808,4808,4808,4808,19851205,"Darryl Dawkins","New Jersey Nets",0,1,"31:00",0,2,0,122,108,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4809",4809,4809,4809,4809,19851205,"Kelly Tripucka","Detroit Pistons",1,0,"31:00",0,1,0,102,114,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4810",4810,4810,4810,4810,19851205,"John Long","Detroit Pistons",1,0,"34:00",1,2,0,121,109,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4811",4811,4811,4811,4811,19851205,"Bill Laimbeer","Detroit Pistons",1,0,"24:00",0,5,0,84,104,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4812",4812,4812,4812,4812,19851205,"Kelvin Ransey","New Jersey Nets",0,1,"22:00",0,3,0,165,112,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4813",4813,4813,4813,4813,19851205,"Kent Benson","Detroit Pistons",1,0,"28:00",0,2,0,106,101,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4814",4814,4814,4814,4814,19851205,"Albert King","New Jersey Nets",1,1,"30:00",0,2,0,87,111,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4815",4815,4815,4815,4815,19851205,"Joe Dumars","Detroit Pistons",0,0,"7:00",0,1,0,140,111,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4816",4816,4816,4816,4816,19851205,"Buck Williams","New Jersey Nets",1,1,"31:00",0,3,0,74,108,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4817",4817,4817,4817,4817,19851205,"Mickey Johnson","New Jersey Nets",0,1,"18:00",2,5,0,115,100,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4818",4818,4818,4818,4818,19851205,"Tony Campbell","Detroit Pistons",0,0,"17:00",0,1,0,114,96,"Detroit Pistons","New Jersey Nets","Detroit Pistons",NA,NA,NA
"4819",4819,4819,4819,4819,19851205,"Pete Verhoeven","Golden State Warriors",0,0,"4:00",0,1,0,201,111,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4820",4820,4820,4820,4820,19851205,"Joe Barry Carroll","Golden State Warriors",1,0,"36:00",0,4,0,96,116,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4821",4821,4821,4821,4821,19851205,"Geoff Huston","Golden State Warriors",0,0,"16:00",0,1,0,207,119,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4822",4822,4822,4822,4822,19851205,"Franklin Edwards","Los Angeles Clippers",0,1,"14:00",0,1,0,96,138,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4823",4823,4823,4823,4823,19851205,"Cedric Maxwell","Los Angeles Clippers",1,1,"37:00",0,4,0,128,129,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4824",4824,4824,4824,4824,19851205,"Marques Johnson","Los Angeles Clippers",1,1,"37:00",0,1,0,100,130,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4825",4825,4825,4825,4825,19851205,"Purvis Short","Golden State Warriors",1,0,"39:00",0,2,0,145,111,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4826",4826,4826,4826,4826,19851205,"Larry Smith","Golden State Warriors",1,0,"32:00",0,5,0,148,114,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4827",4827,4827,4827,4827,19851205,"Terry Teagle","Golden State Warriors",1,0,"27:00",0,3,0,113,111,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4828",4828,4828,4828,4828,19851205,"Jerome Whitehead","Golden State Warriors",0,0,"12:00",0,3,0,73,99,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4829",4829,4829,4829,4829,19851205,"Benoit Benjamin","Los Angeles Clippers",0,1,"5:00",0,0,0,0,138,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4830",4830,4830,4830,4830,19851205,"Kurt Nimphius","Los Angeles Clippers",1,1,"39:00",0,2,0,102,132,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4831",4831,4831,4831,4831,19851205,"Chris Mullin","Golden State Warriors",0,0,"21:00",0,1,0,143,108,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4832",4832,4832,4832,4832,19851205,"Norm Nixon","Los Angeles Clippers",1,1,"37:00",2,2,0,109,130,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4833",4833,4833,4833,4833,19851205,"Rory White","Los Angeles Clippers",1,1,"40:00",1,4,0,139,133,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4834",4834,4834,4834,4834,19851205,"Sleepy Floyd","Golden State Warriors",1,0,"32:00",0,3,0,119,107,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4835",4835,4835,4835,4835,19851205,"Michael Cage","Los Angeles Clippers",0,1,"15:00",0,1,0,119,124,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4836",4836,4836,4836,4836,19851205,"Junior Bridgeman","Los Angeles Clippers",0,1,"16:00",0,0,0,83,128,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4837",4837,4837,4837,4837,19851205,"Greg Ballard","Golden State Warriors",0,0,"21:00",0,2,0,146,112,"Golden State Warriors","Los Angeles Clippers","Golden State Warriors",NA,NA,NA
"4838",4838,4838,4838,4838,19851205,"Craig Hodges","Milwaukee Bucks",1,0,"31:00",2,1,0,125,98,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4839",4839,4839,4839,4839,19851205,"Kenny Fields","Milwaukee Bucks",0,0,"7:00",0,2,0,89,96,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4840",4840,4840,4840,4840,19851205,"Louis Orr","New York Knicks",1,0,"24:00",0,5,0,112,100,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4841",4841,4841,4841,4841,19851205,"Paul Mokeski","Milwaukee Bucks",0,0,"14:00",0,3,0,24,96,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4842",4842,4842,4842,4842,19851205,"Ken Bannister","New York Knicks",0,0,"13:00",0,2,0,108,98,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4843",4843,4843,4843,4843,19851205,"Randy Breuer","Milwaukee Bucks",1,0,"19:00",0,2,0,118,87,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4844",4844,4844,4844,4844,19851205,"Patrick Ewing","New York Knicks",1,0,"37:00",0,3,0,66,100,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4845",4845,4845,4845,4845,19851205,"Bob Thornton","New York Knicks",0,0,"13:00",0,1,0,83,107,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4846",4846,4846,4846,4846,19851205,"Terry Cummings","Milwaukee Bucks",1,0,"27:00",0,2,0,110,94,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4847",4847,4847,4847,4847,19851205,"Ricky Pierce","Milwaukee Bucks",0,0,"31:00",0,3,0,90,100,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4848",4848,4848,4848,4848,19851205,"Trent Tucker","New York Knicks",1,0,"35:00",4,4,0,158,110,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4849",4849,4849,4849,4849,19851205,"Ernie Grunfeld","New York Knicks",0,0,"24:00",1,4,0,69,105,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4850",4850,4850,4850,4850,19851205,"Pat Cummings","New York Knicks",1,0,"33:00",0,5,0,73,102,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4851",4851,4851,4851,4851,19851205,"Gerald Wilkins","New York Knicks",0,0,"13:00",0,1,0,130,111,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4852",4852,4852,4852,4852,19851205,"Rory Sparrow","New York Knicks",1,0,"23:00",1,2,0,86,107,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4853",4853,4853,4853,4853,19851205,"Sidney Moncrief","Milwaukee Bucks",1,0,"37:00",0,4,0,100,87,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4854",4854,4854,4854,4854,19851205,"Alton Lister","Milwaukee Bucks",0,0,"14:00",0,5,0,68,85,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4855",4855,4855,4855,4855,19851205,"Paul Pressey","Milwaukee Bucks",1,0,"41:00",1,3,0,118,97,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4856",4856,4856,4856,4856,19851205,"Jeff Lamp","Milwaukee Bucks",0,0,"19:00",0,2,0,117,97,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4857",4857,4857,4857,4857,19851205,"Darrell Walker","New York Knicks",0,0,"25:00",0,3,0,118,102,"New York Knicks","Milwaukee Bucks","Milwaukee Bucks",NA,NA,NA
"4858",4858,4858,4858,4858,19851206,"Kevin Willis","Atlanta Hawks",0,0,"29:00",0,5,0,77,91,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4859",4859,4859,4859,4859,19851206,"Craig Hodges","Milwaukee Bucks",1,1,"30:00",1,2,0,75,99,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4860",4860,4860,4860,4860,19851206,"Kenny Fields","Milwaukee Bucks",0,1,"8:00",0,1,0,17,91,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4861",4861,4861,4861,4861,19851206,"Doc Rivers","Atlanta Hawks",1,0,"36:00",1,3,0,92,92,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4862",4862,4862,4862,4862,19851206,"Paul Mokeski","Milwaukee Bucks",0,1,"19:00",0,1,0,121,96,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4863",4863,4863,4863,4863,19851206,"John Battle","Atlanta Hawks",0,0,"20:00",0,2,0,87,104,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4864",4864,4864,4864,4864,19851206,"Jerry Reynolds","Milwaukee Bucks",0,1,"3:00",0,0,0,31,95,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4865",4865,4865,4865,4865,19851206,"Randy Breuer","Milwaukee Bucks",1,1,"15:00",0,2,0,77,98,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4866",4866,4866,4866,4866,19851206,"Charles Davis","Milwaukee Bucks",0,1,"14:00",0,3,0,89,99,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4867",4867,4867,4867,4867,19851206,"Dominique Wilkins","Atlanta Hawks",1,0,"43:00",0,2,0,108,87,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4868",4868,4868,4868,4868,19851206,"Terry Cummings","Milwaukee Bucks",1,1,"32:00",0,1,0,110,91,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4869",4869,4869,4869,4869,19851206,"Ricky Pierce","Milwaukee Bucks",0,1,"26:00",0,1,0,90,95,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4870",4870,4870,4870,4870,19851206,"Scott Hastings","Atlanta Hawks",0,0,"1:00",0,0,0,200,105,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4871",4871,4871,4871,4871,19851206,"Randy Wittman","Atlanta Hawks",1,0,"44:00",2,1,0,99,101,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4872",4872,4872,4872,4872,19851206,"Cliff Levingston","Atlanta Hawks",1,0,"27:00",0,3,0,64,100,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4873",4873,4873,4873,4873,19851206,"Jon Koncak","Atlanta Hawks",0,0,"4:00",0,1,0,200,104,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4874",4874,4874,4874,4874,19851206,"Sidney Moncrief","Milwaukee Bucks",1,1,"35:00",2,2,0,130,99,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4875",4875,4875,4875,4875,19851206,"Tree Rollins","Atlanta Hawks",1,0,"36:00",0,1,0,99,96,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4876",4876,4876,4876,4876,19851206,"Alton Lister","Milwaukee Bucks",0,1,"16:00",0,3,0,98,98,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4877",4877,4877,4877,4877,19851206,"Paul Pressey","Milwaukee Bucks",1,1,"27:00",1,4,0,95,99,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4878",4878,4878,4878,4878,19851206,"Jeff Lamp","Milwaukee Bucks",0,1,"15:00",0,2,0,66,87,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"4879",4879,4879,4879,4879,19851206,"Scott Wedman","Boston Celtics",0,0,"7:00",1,0,0,52,103,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4880",4880,4880,4880,4880,19851206,"Sam Vincent","Boston Celtics",0,0,"13:00",2,4,0,155,118,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4881",4881,4881,4881,4881,19851206,"Rick Carlisle","Boston Celtics",0,0,"7:00",1,0,0,88,103,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4882",4882,4882,4882,4882,19851206,"Bill Walton","Boston Celtics",0,0,"18:00",0,2,0,29,112,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4883",4883,4883,4883,4883,19851206,"Dennis Johnson","Boston Celtics",1,0,"23:00",0,6,0,122,101,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4884",4884,4884,4884,4884,19851206,"Jerome Kersey","Portland Trail Blazers",0,0,"22:00",0,1,0,133,82,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4885",4885,4885,4885,4885,19851206,"Danny Ainge","Boston Celtics",1,0,"41:00",5,1,0,116,111,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4886",4886,4886,4886,4886,19851206,"Sam Bowie","Portland Trail Blazers",1,0,"30:00",0,3,0,119,89,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4887",4887,4887,4887,4887,19851206,"Robert Parish","Boston Celtics",1,0,"28:00",0,3,0,78,110,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4888",4888,4888,4888,4888,19851206,"Jim Paxson","Portland Trail Blazers",1,0,"35:00",0,2,0,96,102,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4889",4889,4889,4889,4889,19851206,"Darnell Valentine","Portland Trail Blazers",1,0,"21:00",0,2,0,77,103,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4890",4890,4890,4890,4890,19851206,"David Thirdkill","Boston Celtics",0,0,"5:00",0,0,0,85,114,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4891",4891,4891,4891,4891,19851206,"Clyde Drexler","Portland Trail Blazers",1,0,"32:00",0,3,0,97,85,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4892",4892,4892,4892,4892,19851206,"Larry Bird","Boston Celtics",1,0,"39:00",2,1,0,90,109,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4893",4893,4893,4893,4893,19851206,"Mychal Thompson","Portland Trail Blazers",1,0,"31:00",0,4,0,98,100,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4894",4894,4894,4894,4894,19851206,"Terry Porter","Portland Trail Blazers",0,0,"9:00",1,3,0,16,96,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4895",4895,4895,4895,4895,19851206,"Jerry Sichting","Boston Celtics",0,0,"11:00",0,1,0,202,111,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4896",4896,4896,4896,4896,19851206,"Greg Kite","Boston Celtics",0,0,"9:00",0,1,0,0,116,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4897",4897,4897,4897,4897,19851206,"Steve Colter","Portland Trail Blazers",0,0,"27:00",2,3,0,151,93,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4898",4898,4898,4898,4898,19851206,"Ken Johnson","Portland Trail Blazers",0,0,"2:00",0,0,0,0,105,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4899",4899,4899,4899,4899,19851206,"Kevin McHale","Boston Celtics",1,0,"39:00",0,3,0,99,109,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4900",4900,4900,4900,4900,19851206,"Kenny Carr","Portland Trail Blazers",0,0,"9:00",0,0,0,122,92,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4901",4901,4901,4901,4901,19851206,"Caldwell Jones","Portland Trail Blazers",0,0,"22:00",0,3,0,121,96,"Boston Celtics","Portland Trail Blazers","Portland Trail Blazers",NA,NA,NA
"4902",4902,4902,4902,4902,19851206,"Bob Thornton","New York Knicks",0,1,"19:00",0,2,0,79,111,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4903",4903,4903,4903,4903,19851206,"Ernie Grunfeld","New York Knicks",0,1,"5:00",0,2,0,0,111,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4904",4904,4904,4904,4904,19851206,"Gerald Wilkins","New York Knicks",0,1,"20:00",0,1,0,95,113,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4905",4905,4905,4905,4905,19851206,"Ken Bannister","New York Knicks",0,1,"15:00",0,2,0,104,114,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4906",4906,4906,4906,4906,19851206,"Vern Fleming","Indiana Pacers",1,0,"33:00",0,1,0,121,91,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4907",4907,4907,4907,4907,19851206,"Stuart Gray","Indiana Pacers",0,0,"11:00",0,5,0,60,88,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4908",4908,4908,4908,4908,19851206,"Darrell Walker","New York Knicks",0,1,"21:00",0,2,0,36,101,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4909",4909,4909,4909,4909,19851206,"Pat Cummings","New York Knicks",1,1,"23:00",0,6,0,73,106,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4910",4910,4910,4910,4910,19851206,"Herb Williams","Indiana Pacers",1,0,"34:00",0,3,0,135,82,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4911",4911,4911,4911,4911,19851206,"Rory Sparrow","New York Knicks",1,1,"26:00",0,2,0,97,114,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4912",4912,4912,4912,4912,19851206,"Fred Cofield","New York Knicks",0,1,"13:00",1,2,0,128,103,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4913",4913,4913,4913,4913,19851206,"Dwayne McClain","Indiana Pacers",0,0,"10:00",1,2,0,88,87,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4914",4914,4914,4914,4914,19851206,"Louis Orr","New York Knicks",1,1,"33:00",0,2,0,151,115,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4915",4915,4915,4915,4915,19851206,"Wayman Tisdale","Indiana Pacers",1,0,"32:00",0,4,0,119,85,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4916",4916,4916,4916,4916,19851206,"Bill Garnett","Indiana Pacers",0,0,"14:00",0,4,0,169,85,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4917",4917,4917,4917,4917,19851206,"Patrick Ewing","New York Knicks",1,1,"39:00",0,4,0,77,115,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4918",4918,4918,4918,4918,19851206,"Trent Tucker","New York Knicks",1,1,"26:00",0,3,0,47,120,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4919",4919,4919,4919,4919,19851206,"Steve Stipanovich","Indiana Pacers",1,0,"27:00",0,2,0,105,88,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4920",4920,4920,4920,4920,19851206,"Quinn Buckner","Indiana Pacers",0,0,"12:00",0,2,0,22,74,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4921",4921,4921,4921,4921,19851206,"Bill Martin","Indiana Pacers",0,0,"20:00",0,0,0,128,81,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4922",4922,4922,4922,4922,19851206,"Terence Stansbury","Indiana Pacers",0,0,"23:00",0,1,0,115,95,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4923",4923,4923,4923,4923,19851206,"Clint Richardson","Indiana Pacers",1,0,"24:00",0,1,0,62,96,"Indiana Pacers","New York Knicks","Indiana Pacers",NA,NA,NA
"4924",4924,4924,4924,4924,19851206,"A.C. Green","Los Angeles Lakers",0,0,"17:00",0,3,0,94,106,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4925",4925,4925,4925,4925,19851206,"Granville Waiters","Houston Rockets",0,0,"1:00",0,0,0,0,129,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4926",4926,4926,4926,4926,19851206,"Robert Reid","Houston Rockets",0,0,"18:00",0,0,0,89,123,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4927",4927,4927,4927,4927,19851206,"Rodney McCray","Houston Rockets",1,0,"40:00",0,3,0,121,115,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4928",4928,4928,4928,4928,19851206,"Kurt Rambis","Los Angeles Lakers",1,0,"18:00",0,3,0,131,87,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4929",4929,4929,4929,4929,19851206,"Jim Petersen","Houston Rockets",0,0,"8:00",0,2,0,0,115,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4930",4930,4930,4930,4930,19851206,"Kareem Abdul-Jabbar","Los Angeles Lakers",1,0,"39:00",0,3,0,118,118,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4931",4931,4931,4931,4931,19851206,"Allen Leavell","Houston Rockets",0,0,"7:00",1,1,0,40,123,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4932",4932,4932,4932,4932,19851206,"John Lucas","Houston Rockets",1,0,"31:00",2,2,0,87,128,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4933",4933,4933,4933,4933,19851206,"Lewis Lloyd","Houston Rockets",1,0,"38:00",0,2,0,120,124,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
"4934",4934,4934,4934,4934,19851206,"Byron Scott","Los Angeles Lakers",1,0,"37:00",2,1,0,149,116,"Los Angeles Lakers","Houston Rockets","Los Angeles Lakers",NA,NA,NA
