"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Kelly Tripucka","SF",78,220,7,29,71,65,"2302",1215,84,196,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Ralph Lewis","SG",78,200,1,25,42,0,"336",121,3,28,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Greg Kite","C",83,250,5,27,12,12,"213",30,0,43,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Muggsy Bogues","PG",63,136,1,24,79,21,"1755",418,13,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Dave Hoppen","C",83,235,1,24,77,36,"1419",353,2,239,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Rickey Green","PG",72,170,10,34,33,2,"370",132,5,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Tom Tolbert","SF",79,235,0,23,14,0,"117",37,3,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Tim Kempton","PF",82,245,1,25,79,0,"1341",335,1,215,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Dell Curry","SG",76,190,2,24,48,0,"813",521,55,68,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"103.7","112.1"
"Rick Mahorn","PF",82,240,8,30,72,61,"1795",393,2,206,0,0,0,0,30,17,17,"360",69,0,59,0,0,0,0,"110.8","104.7"
"Dennis Rodman","PF",79,210,2,27,82,8,"2208",531,26,292,0,0,0,0,27,17,0,"409",70,4,58,0,0,0,0,"110.8","104.7"
"Steve Harris","SG",77,195,3,25,3,0,"7",4,0,1,0,0,0,0,"110.8","104.7"
"Pace Mannion","SF",79,190,5,28,5,0,"14",2,0,3,0,0,0,0,"110.8","104.7"
"Isiah Thomas","PG",73,180,7,27,80,76,"2924",1227,121,209,0,0,0,0,27,17,17,"633",279,30,39,0,0,0,0,"110.8","104.7"
"Vinnie Johnson","SG",74,200,9,32,82,21,"2073",996,44,155,0,0,0,0,32,17,0,"372",200,24,32,0,0,0,0,"110.8","104.7"
"Darryl Dawkins","C",83,251,13,32,14,0,"48",19,0,13,0,0,0,0,"110.8","104.7"
"John Long","SG",77,195,10,32,24,0,"152",40,0,16,0,0,0,0,32,4,0,"8",1,0,0,0,0,0,0,"110.8","104.7"
"Bill Laimbeer","C",83,245,8,31,81,81,"2640",900,86,259,0,0,0,0,31,17,17,"497",142,42,55,0,0,0,0,"110.8","104.7"
"Fennis Dembo","SF",77,215,0,23,31,0,"74",42,4,15,0,0,0,0,23,2,0,"4",1,0,1,0,0,0,0,"110.8","104.7"
"John Salley","PF",83,230,2,24,67,21,"1458",333,2,197,0,0,0,0,24,17,0,"392",99,0,58,0,0,0,0,"110.8","104.7"
"Adrian Dantley","SF",77,208,12,32,42,42,"1341",495,0,99,0,0,0,0,"110.8","104.7"
"Micheal Williams","PG",74,175,0,22,49,0,"358",129,9,44,0,0,0,0,22,4,0,"6",0,0,1,0,0,0,0,"110.8","104.7"
"Joe Dumars","SG",75,190,3,25,69,67,"2408",903,29,103,0,0,0,0,25,17,17,"620",233,12,31,0,0,0,0,"110.8","104.7"
"Mark Aguirre","SF",78,232,7,29,36,32,"1068",441,75,101,0,0,0,0,29,17,17,"462",182,29,38,0,0,0,0,"110.8","104.7"
"James Edwards","C",84,225,11,33,76,1,"1254",422,2,226,0,0,0,0,33,17,0,"317",85,1,53,0,0,0,0,"110.8","104.7"
"Jim Rowinski","PF",80,250,0,28,6,0,"8",2,0,0,0,0,0,0,"110.8","104.7"
"Charles Davis","SF",79,215,6,30,49,3,"545",190,15,58,0,0,0,0,30,17,0,"191",47,6,29,0,0,0,0,"109.1","107.7"
"Sam Vincent","PG",74,185,3,25,70,56,"1703",566,17,124,0,0,0,0,25,16,0,"113",33,2,9,0,0,0,0,"109.1","107.7"
"Bill Cartwright","C",85,245,8,31,78,76,"2333",768,0,234,0,0,0,0,31,17,17,"583",148,0,70,0,0,0,0,"109.1","107.7"
"Craig Hodges","SG",74,190,6,28,49,6,"1112",394,168,82,0,0,0,0,28,17,17,"554",177,88,55,0,0,0,0,"109.1","107.7"
"Jack Haley","PF",82,240,0,25,51,1,"289",78,0,56,0,0,0,0,25,5,0,"7",3,0,2,0,0,0,0,"109.1","107.7"
"Ed Nealy","PF",79,238,5,28,13,0,"94",7,0,23,0,0,0,0,"109.1","107.7"
"Michael Jordan","SG",78,195,4,25,81,81,"3255",1795,98,247,0,0,0,0,25,17,17,"718",390,35,65,0,0,0,0,"109.1","107.7"
"David Wood","PF",81,227,0,24,2,0,"2",0,0,0,0,0,0,0,"109.1","107.7"
"Dominic Pressley","PG",74,170,0,24,3,0,"17",6,2,2,0,0,0,0,"109.1","107.7"
"Anthony Jones","SG",78,195,1,26,8,0,"65",15,1,7,0,0,0,0,"109.1","107.7"
"Dave Corzine","C",83,250,10,32,81,7,"1483",440,8,134,0,0,0,0,32,16,0,"219",64,0,27,0,0,0,0,"109.1","107.7"
"Will Perdue","C",84,240,0,23,30,0,"190",72,0,38,0,0,0,0,23,3,0,"22",9,1,4,0,0,0,0,"109.1","107.7"
"Brad Sellers","PF",84,210,2,26,80,25,"1732",476,6,176,0,0,0,0,26,13,0,"177",58,0,21,0,0,0,0,"109.1","107.7"
"Horace Grant","PF",82,215,1,23,79,79,"2809",781,5,251,0,0,0,0,23,17,17,"625",139,0,68,0,0,0,0,"109.1","107.7"
"John Paxson","PG",74,185,5,28,78,20,"1738",513,133,162,0,0,0,0,28,16,0,"302",78,19,35,0,0,0,0,"109.1","107.7"
"Scottie Pippen","SF",80,210,1,23,73,56,"2413",867,77,261,0,0,0,0,23,17,17,"619",182,56,63,0,0,0,0,"109.1","107.7"
"David Rivers","PG",72,170,0,24,47,0,"440",122,6,50,0,0,0,0,24,6,0,"33",12,2,6,0,0,0,0,"113.8","106.7"
"Orlando Woolridge","SF",81,215,7,29,74,0,"1491",494,1,130,0,0,0,0,29,15,0,"276",75,0,35,0,0,0,0,"113.8","106.7"
"Mychal Thompson","C",82,226,9,34,80,8,"1994",521,1,224,0,0,0,0,34,15,0,"377",128,0,52,0,0,0,0,"113.8","106.7"
"James Worthy","SF",81,225,6,27,81,81,"2960",1282,23,175,0,0,0,0,27,15,15,"600",270,8,36,0,0,0,0,"113.8","106.7"
"Kareem Abdul-Jabbar","C",86,225,19,41,74,74,"1695",659,3,196,0,0,0,0,41,15,15,"351",147,0,43,0,0,0,0,"113.8","106.7"
"Byron Scott","SG",75,195,5,27,74,73,"2605",1198,193,181,0,0,0,0,27,11,11,"402",160,39,31,0,0,0,0,"113.8","106.7"
"Magic Johnson","PG",80,215,9,29,77,77,"2886",1137,188,172,0,0,0,0,29,14,14,"518",174,35,30,0,0,0,0,"113.8","106.7"
"A.C. Green","PF",81,220,3,25,82,82,"2510",758,17,172,0,0,0,0,25,15,15,"502",114,3,37,0,0,0,0,"113.8","106.7"
"Michael Cooper","SG",77,170,10,32,80,13,"1943",494,210,186,0,0,0,0,32,15,4,"414",89,55,38,0,0,0,0,"113.8","106.7"
"Mark McNamara","C",83,235,5,29,39,0,"318",64,0,51,0,0,0,0,29,3,0,"7",2,0,0,0,0,0,0,"113.8","106.7"
"Tony Campbell","SF",79,215,4,26,63,2,"787",345,21,108,0,0,0,0,26,9,1,"106",31,4,26,0,0,0,0,"113.8","106.7"
"Jeff Lamp","SF",78,195,5,29,37,0,"176",69,4,27,0,0,0,0,29,5,0,"14",6,0,3,0,0,0,0,"113.8","106.7"
"Steve Alford","PG",74,183,1,24,9,0,"38",11,2,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Brad Davis","PG",75,180,11,33,78,4,"1395",379,102,151,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"James Donaldson","C",86,275,8,31,53,53,"1746",337,0,111,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Roy Tarpley","PF",83,230,2,24,19,6,"591",242,1,70,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Herb Williams","C",82,242,7,30,30,20,"903",197,2,80,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Adrian Dantley","SF",77,208,12,32,31,25,"1081",459,1,87,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Terry Tyler","SF",79,215,10,32,70,11,"1057",360,9,90,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Rolando Blackman","SG",78,190,7,29,78,78,"2946",1249,85,137,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Morlon Wiley","PG",76,185,0,22,51,1,"408",114,24,61,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Derek Harper","PG",76,185,5,27,81,81,"2968",1127,278,219,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Uwe Blab","C",85,252,3,26,37,0,"208",52,0,36,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Sam Perkins","PF",81,235,4,27,78,77,"2860",959,38,224,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Anthony Jones","SG",78,195,1,26,25,0,"131",64,15,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Mark Aguirre","SF",78,232,7,29,44,44,"1529",829,99,128,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Detlef Schrempf","PF",81,214,3,26,37,1,"845",263,16,118,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Bill Wennington","C",84,245,3,25,65,9,"1074",275,9,211,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"107.4","108.6"
"Chuck Nevitt","C",89,217,5,29,43,0,"228",62,0,51,0,0,0,0,29,2,0,"3",0,0,0,0,0,0,0,"105.7","104.8"
"Walter Berry","PF",80,215,2,24,40,14,"799",270,2,114,0,0,0,0,24,4,0,"57",26,0,8,0,0,0,0,"105.7","104.8"
"Sleepy Floyd","PG",75,170,6,28,82,82,"2788",893,292,196,0,0,0,0,28,4,4,"160",46,15,10,0,0,0,0,"105.7","104.8"
"Derrick Chievous","SF",79,195,0,21,81,1,"1539",634,24,161,0,0,0,0,21,4,0,"40",17,0,7,0,0,0,0,"105.7","104.8"
"Purvis Short","SF",79,210,10,31,65,16,"1157",480,33,116,0,0,0,0,31,4,0,"37",21,2,7,0,0,0,0,"105.7","104.8"
"Allen Leavell","SG",73,170,9,31,55,3,"627",188,41,61,0,0,0,0,31,2,0,"5",3,0,0,0,0,0,0,"105.7","104.8"
"Tim McCormick","C",83,240,4,26,81,0,"1257",351,4,193,0,0,0,0,26,4,0,"53",13,1,9,0,0,0,0,"105.7","104.8"
"Mike Woodson","SG",77,195,8,30,81,79,"2259",936,89,195,0,0,0,0,30,4,4,"137",49,9,7,0,0,0,0,"105.7","104.8"
"Tony Brown","SG",78,185,3,28,14,0,"91",45,9,14,0,0,0,0,"105.7","104.8"
"Buck Johnson","SF",79,190,2,25,67,51,"1850",515,9,213,0,0,0,0,25,4,4,"118",40,1,15,0,0,0,0,"105.7","104.8"
"Otis Thorpe","PF",81,225,4,26,82,82,"3135",961,2,259,0,0,0,0,26,4,4,"152",37,0,17,0,0,0,0,"105.7","104.8"
"Hakeem Olajuwon","C",84,255,4,26,82,82,"3024",1556,10,329,0,0,0,0,26,4,4,"162",81,0,17,0,0,0,0,"105.7","104.8"
"Bernard Thompson","PF",78,210,4,26,23,0,"222",59,2,33,0,0,0,0,"105.7","104.8"
"Frank Johnson","PG",73,185,7,30,67,0,"879",246,6,91,0,0,0,0,30,4,0,"36",6,1,3,0,0,0,0,"105.7","104.8"
"Jay Vincent","SF",79,220,7,29,5,1,"95",38,2,11,0,0,0,0,"108.6","107.1"
"Walter Davis","SG",78,193,11,34,81,0,"1857",1076,69,187,0,0,0,0,34,3,0,"94",60,4,11,0,0,0,0,"108.6","107.1"
"Dave Greenwood","PF",81,222,9,31,29,3,"491",148,0,78,0,0,0,0,31,3,0,"34",6,0,7,0,0,0,0,"108.6","107.1"
"Darwin Cook","SG",75,184,7,30,30,4,"386",163,10,44,0,0,0,0,30,3,3,"66",24,2,12,0,0,0,0,"108.6","107.1"
"Danny Schayes","C",83,235,7,29,76,64,"1918",607,9,320,0,0,0,0,29,2,0,"36",7,0,4,0,0,0,0,"108.6","107.1"
"Fat Lever","SG",75,170,6,28,71,71,"2745",1221,66,178,0,0,0,0,28,2,2,"58",24,3,4,0,0,0,0,"108.6","107.1"
"Calvin Natt","SF",78,220,9,32,14,0,"168",50,1,13,0,0,0,0,"108.6","107.1"
"Michael Adams","PG",70,162,3,26,77,77,"2787",1082,466,149,0,0,0,0,26,2,1,"75",36,22,6,0,0,0,0,"108.6","107.1"
"Eddie Hughes","PG",70,165,1,28,26,1,"224",64,22,30,0,0,0,0,"108.6","107.1"
"Bill Hanzlik","PF",79,185,8,31,41,0,"701",151,5,82,0,0,0,0,31,3,3,"106",33,6,13,0,0,0,0,"108.6","107.1"
"Blair Rasmussen","C",84,250,3,26,77,22,"1308",577,0,194,0,0,0,0,26,2,0,"4",0,0,1,0,0,0,0,"108.6","107.1"
"Wayne Cooper","C",82,220,10,32,79,72,"1864",444,4,302,0,0,0,0,32,3,3,"44",12,0,10,0,0,0,0,"108.6","107.1"
"Wayne Englestad","PF",80,245,0,22,11,0,"50",29,0,12,0,0,0,0,"108.6","107.1"
"Jerome Lane","PF",78,230,0,22,54,1,"550",256,7,105,0,0,0,0,22,2,0,"21",7,1,4,0,0,0,0,"108.6","107.1"
"Elston Turner","SF",77,190,7,29,78,12,"1746",353,7,209,0,0,0,0,29,3,0,"74",13,1,9,0,0,0,0,"108.6","107.1"
"Alex English","SF",79,190,12,35,82,82,"2990",1881,8,174,0,0,0,0,35,3,3,"108",62,0,6,0,0,0,0,"108.6","107.1"
"Jay Humphries","PG",75,185,4,26,73,50,"2220",714,94,187,0,0,0,0,26,9,9,"323",99,18,29,0,0,0,0,"110.1","106.4"
"Randy Breuer","C",87,230,5,28,48,4,"513",179,0,59,0,0,0,0,28,9,1,"162",32,0,17,0,0,0,0,"110.1","106.4"
"Paul Mokeski","C",84,250,9,32,74,0,"690",164,26,153,0,0,0,0,32,5,0,"61",14,1,16,0,0,0,0,"110.1","106.4"
"Ricky Pierce","SG",76,205,6,29,75,4,"2078",1018,36,193,0,0,0,0,29,9,0,"292",141,8,31,0,0,0,0,"110.1","106.4"
"Mark Davis","SF",78,195,0,25,31,0,"251",97,9,38,0,0,0,0,"110.1","106.4"
"Terry Cummings","SF",81,220,6,27,80,78,"2824",1563,15,265,0,0,0,0,27,5,4,"124",69,1,16,0,0,0,0,"110.1","106.4"
"Fred Roberts","PF",82,218,5,28,71,3,"1251",319,14,126,0,0,0,0,28,9,5,"345",100,3,29,0,0,0,0,"110.1","106.4"
"Tito Horford","C",85,245,0,23,25,0,"112",46,0,14,0,0,0,0,"110.1","106.4"
"Jack Sikma","C",83,230,11,33,80,80,"2587",835,216,300,0,0,0,0,33,9,9,"301",94,28,41,0,0,0,0,"110.1","106.4"
"Andre Turner","PG",71,160,2,24,4,0,"13",6,0,2,0,0,0,0,"110.1","106.4"
"Tony Brown","SF",78,185,3,28,29,0,"274",73,7,28,0,0,0,0,28,6,0,"69",11,1,9,0,0,0,0,"110.1","106.4"
"Rickey Green","PG",72,170,10,34,30,0,"501",132,6,19,0,0,0,0,34,8,0,"110",29,2,9,0,0,0,0,"110.1","106.4"
"Larry Krystkowiak","PF",81,220,2,24,80,77,"2472",766,12,219,0,0,0,0,24,8,8,"239",68,2,22,0,0,0,0,"110.1","106.4"
"Sidney Moncrief","PG",75,180,9,31,62,50,"1594",532,73,114,0,0,0,0,31,9,9,"184",48,7,17,0,0,0,0,"110.1","106.4"
"Jeff Grayer","SG",77,200,0,23,11,2,"200",73,2,15,0,0,0,0,"110.1","106.4"
"Paul Pressey","SG",77,185,6,30,67,62,"2170",648,55,221,0,0,0,0,"110.1","106.4"
"Mike Dunleavy","PG",75,180,9,34,2,0,"5",2,2,0,0,0,0,0,"110.1","106.4"
"Reggie Miller","SG",79,185,1,23,74,70,"2536",831,244,170,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Vern Fleming","PG",77,185,4,26,76,69,"2552",814,23,212,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Wayman Tisdale","PF",81,240,3,24,48,5,"1326",564,4,181,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Anthony Frederick","SF",79,205,0,24,46,0,"313",125,5,59,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Rik Smits","C",88,250,0,22,82,71,"2041",746,1,310,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Chuck Person","SF",80,220,2,24,80,79,"3012",1453,205,280,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"John Long","SG",77,195,10,32,44,1,"767",319,20,68,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Everette Stephens","PG",74,175,0,22,35,0,"209",72,10,22,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Randy Wittman","SF",78,210,5,29,33,11,"704",169,2,31,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Greg Dreiling","C",85,250,2,26,53,4,"396",77,0,100,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Richard Morton","PG",75,190,0,22,2,0,"11",4,0,2,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Scott Skiles","PG",73,180,2,24,80,13,"1571",442,75,151,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Stuart Gray","C",84,235,4,25,72,0,"783",153,1,128,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Sedric Toney","PG",74,178,2,26,2,0,"9",5,3,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Detlef Schrempf","PF",81,214,3,26,32,12,"1005",315,19,102,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Herb Williams","C",82,242,7,30,46,46,"1567",542,3,156,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"LaSalle Thompson","C",82,245,6,27,33,29,"1053",314,0,132,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"106.8","111.0"
"Duane Ferrell","SF",79,209,0,23,41,0,"231",83,0,33,0,0,0,0,"112.2","107.2"
"Jon Koncak","C",84,250,3,25,74,22,"1531",269,3,238,0,0,0,0,25,5,5,"192",29,0,23,0,0,0,0,"112.2","107.2"
"Pace Mannion","SF",79,190,5,28,5,0,"18",6,2,2,0,0,0,0,"112.2","107.2"
"John Battle","SG",74,175,3,26,82,0,"1672",628,34,125,0,0,0,0,26,5,0,"118",46,6,13,0,0,0,0,"112.2","107.2"
"Dudley Bradley","SG",78,195,8,31,38,0,"267",86,31,41,0,0,0,0,"112.2","107.2"
"Dominique Wilkins","SF",79,200,6,29,80,80,"2997",1756,105,138,0,0,0,0,29,5,5,"212",116,17,5,0,0,0,0,"112.2","107.2"
"Moses Malone","C",82,215,14,33,81,80,"2878",1096,12,154,0,0,0,0,33,5,5,"197",64,1,5,0,0,0,0,"112.2","107.2"
"Spud Webb","PG",66,133,3,25,81,6,"1219",290,22,104,0,0,0,0,25,5,0,"55",11,0,6,0,0,0,0,"112.2","107.2"
"Antoine Carr","PF",81,225,4,27,78,12,"1488",471,1,221,0,0,0,0,27,5,0,"81",21,0,13,0,0,0,0,"112.2","107.2"
