"","X","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"9789",9789,9789,19880202,"Larry Krystkowiak","Milwaukee Bucks",0,0,"19:00",0,3,0,81,105,"Milwaukee Bucks","Detroit Pistons","Detroit Pistons",NA,NA,NA
"9790",9790,9790,19880202,"Jeff Malone","Washington Bullets",1,0,"39:00",1,1,0,141,126,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9791",9791,9791,19880202,"Frank Johnson","Washington Bullets",0,0,"10:00",0,1,0,49,123,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9792",9792,9792,19880202,"Kenny Walker","New York Knicks",1,0,"32:00",0,4,0,130,120,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9793",9793,9793,19880202,"Terry Catledge","Washington Bullets",1,0,"25:00",0,3,0,132,124,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9794",9794,9794,19880202,"Patrick Ewing","New York Knicks",1,0,"39:00",0,4,0,130,104,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9795",9795,9795,19880202,"Manute Bol","Washington Bullets",0,0,"15:00",0,2,0,29,123,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9796",9796,9796,19880202,"Bernard King","Washington Bullets",1,0,"44:00",0,3,0,111,120,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9797",9797,9797,19880202,"Bill Cartwright","New York Knicks",0,0,"12:00",0,2,0,155,118,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9798",9798,9798,19880202,"Johnny Newman","New York Knicks",0,0,"16:00",1,2,0,62,120,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9799",9799,9799,19880202,"Muggsy Bogues","Washington Bullets",0,0,"27:00",0,4,0,82,110,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9800",9800,9800,19880202,"Moses Malone","Washington Bullets",1,0,"35:00",0,4,0,107,116,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9801",9801,9801,19880202,"Pat Cummings","New York Knicks",0,0,"6:00",0,1,0,105,116,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9802",9802,9802,19880202,"Mark Jackson","New York Knicks",1,0,"47:00",1,4,0,122,113,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9803",9803,9803,19880202,"John Williams","Washington Bullets",0,0,"25:00",0,2,0,113,119,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9804",9804,9804,19880202,"Trent Tucker","New York Knicks",0,0,"5:00",0,0,0,200,122,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9805",9805,9805,19880202,"Steve Colter","Washington Bullets",1,0,"20:00",0,3,0,123,124,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9806",9806,9806,19880202,"Gerald Wilkins","New York Knicks",1,0,"43:00",1,3,0,127,119,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9807",9807,9807,19880202,"Billy Donovan","New York Knicks",0,0,"1:00",0,0,0,0,122,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9808",9808,9808,19880202,"Sidney Green","New York Knicks",1,0,"39:00",0,3,0,106,111,"New York Knicks","Washington Bullets","New York Knicks",NA,NA,NA
"9809",9809,9809,19880202,"Kevin Willis","Atlanta Hawks",1,0,"20:00",0,3,0,67,122,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9810",9810,9810,19880202,"Kiki Vandeweghe","Portland Trail Blazers",0,0,"30:00",2,2,0,155,119,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9811",9811,9811,19880202,"Jon Koncak","Atlanta Hawks",0,0,"14:00",0,3,0,60,118,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9812",9812,9812,19880202,"John Battle","Atlanta Hawks",0,0,"16:00",2,3,0,88,132,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9813",9813,9813,19880202,"Doc Rivers","Atlanta Hawks",1,0,"36:00",0,2,0,137,127,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9814",9814,9814,19880202,"Kevin Duckworth","Portland Trail Blazers",1,0,"41:00",0,4,0,116,117,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9815",9815,9815,19880202,"Dominique Wilkins","Atlanta Hawks",1,0,"39:00",1,4,0,139,128,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9816",9816,9816,19880202,"Chris Washburn","Atlanta Hawks",0,0,"11:00",0,1,0,123,110,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9817",9817,9817,19880202,"Jerome Kersey","Portland Trail Blazers",1,0,"38:00",0,4,0,111,123,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9818",9818,9818,19880202,"Terry Porter","Portland Trail Blazers",1,0,"28:00",1,3,0,110,118,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9819",9819,9819,19880202,"Spud Webb","Atlanta Hawks",0,0,"8:00",1,1,0,120,132,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9820",9820,9820,19880202,"Randy Wittman","Atlanta Hawks",1,0,"31:00",0,3,0,134,132,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9821",9821,9821,19880202,"Antoine Carr","Atlanta Hawks",0,0,"20:00",0,4,0,128,123,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9822",9822,9822,19880202,"Clyde Drexler","Portland Trail Blazers",1,0,"43:00",0,4,0,141,126,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9823",9823,9823,19880202,"Mike Holton","Portland Trail Blazers",0,0,"20:00",0,3,0,69,127,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9824",9824,9824,19880202,"Tree Rollins","Atlanta Hawks",1,0,"23:00",0,5,0,143,116,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9825",9825,9825,19880202,"Cliff Levingston","Atlanta Hawks",0,0,"22:00",0,4,0,133,129,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9826",9826,9826,19880202,"Jim Paxson","Portland Trail Blazers",0,0,"6:00",0,1,0,37,129,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9827",9827,9827,19880202,"Maurice Lucas","Portland Trail Blazers",0,0,"21:00",0,4,0,125,119,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9828",9828,9828,19880202,"Caldwell Jones","Portland Trail Blazers",1,0,"13:00",0,4,0,140,129,"Portland Trail Blazers","Atlanta Hawks","Portland Trail Blazers",NA,NA,NA
"9829",9829,9829,19880202,"Dallas Comegys","New Jersey Nets",1,1,"32:00",0,1,0,74,112,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9830",9830,9830,19880202,"Roy Hinson","New Jersey Nets",1,1,"38:00",0,5,0,136,119,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9831",9831,9831,19880202,"Frank Brickowski","San Antonio Spurs",1,0,"40:00",0,3,0,112,110,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9832",9832,9832,19880202,"Petur Gudmundsson","San Antonio Spurs",0,0,"5:00",0,1,0,142,108,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9833",9833,9833,19880202,"Ed Nealy","San Antonio Spurs",0,0,"12:00",0,2,0,0,106,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9834",9834,9834,19880202,"Mike Mitchell","San Antonio Spurs",0,0,"9:00",0,0,0,112,104,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9835",9835,9835,19880202,"Walter Berry","San Antonio Spurs",1,0,"39:00",0,1,0,135,110,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9836",9836,9836,19880202,"Tim McCormick","New Jersey Nets",0,1,"14:00",0,2,0,79,117,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9837",9837,9837,19880202,"John Bagley","New Jersey Nets",1,1,"45:00",11,0,0,118,124,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9838",9838,9838,19880202,"Greg Anderson","San Antonio Spurs",1,0,"32:00",0,2,0,113,112,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9839",9839,9839,19880202,"Alvin Robertson","San Antonio Spurs",1,0,"42:00",2,2,0,130,95,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9840",9840,9840,19880202,"Leon Wood","San Antonio Spurs",0,0,"17:00",2,2,0,121,115,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9841",9841,9841,19880202,"Jon Sundvold","San Antonio Spurs",0,0,"5:00",0,0,0,98,96,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9842",9842,9842,19880202,"Buck Williams","New Jersey Nets",1,1,"39:00",0,4,0,155,126,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9843",9843,9843,19880202,"Dudley Bradley","New Jersey Nets",0,1,"21:00",4,3,0,102,120,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9844",9844,9844,19880202,"Otis Birdsong","New Jersey Nets",1,1,"34:00",3,1,0,78,124,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9845",9845,9845,19880202,"Dennis Hopson","New Jersey Nets",0,1,"17:00",2,0,0,83,113,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9846",9846,9846,19880202,"Kurt Nimphius","San Antonio Spurs",0,0,"7:00",0,1,0,115,104,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9847",9847,9847,19880202,"Johnny Dawkins","San Antonio Spurs",1,0,"32:00",0,0,0,132,112,"San Antonio Spurs","New Jersey Nets","San Antonio Spurs",NA,NA,NA
"9848",9848,9848,19880203,"Reggie Miller","Indiana Pacers",0,0,"21:00",2,0,0,152,127,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9849",9849,9849,19880203,"Steve Stipanovich","Indiana Pacers",1,0,"37:00",0,3,0,106,115,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9850",9850,9850,19880203,"Wayman Tisdale","Indiana Pacers",1,0,"25:00",0,5,0,80,115,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9851",9851,9851,19880203,"Vern Fleming","Indiana Pacers",1,0,"32:00",0,4,0,102,119,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9852",9852,9852,19880203,"Larry Bird","Boston Celtics",1,0,"37:00",1,2,0,95,101,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9853",9853,9853,19880203,"Stuart Gray","Indiana Pacers",0,0,"18:00",0,2,0,114,122,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9854",9854,9854,19880203,"Dennis Johnson","Boston Celtics",1,0,"29:00",0,2,0,78,108,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9855",9855,9855,19880203,"John Long","Indiana Pacers",1,0,"27:00",1,1,0,99,125,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9856",9856,9856,19880203,"Robert Parish","Boston Celtics",1,0,"29:00",0,1,0,143,98,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9857",9857,9857,19880203,"Dirk Minniefield","Boston Celtics",0,0,"25:00",0,2,0,138,114,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9858",9858,9858,19880203,"Mark Acres","Boston Celtics",0,0,"19:00",0,3,0,120,109,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9859",9859,9859,19880203,"Danny Ainge","Boston Celtics",1,0,"41:00",4,0,0,150,107,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9860",9860,9860,19880203,"Scott Skiles","Indiana Pacers",0,0,"16:00",1,2,0,129,119,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9861",9861,9861,19880203,"Herb Williams","Indiana Pacers",1,0,"37:00",0,2,0,101,117,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9862",9862,9862,19880203,"Darren Daye","Boston Celtics",0,0,"1:00",0,1,0,54,0,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9863",9863,9863,19880203,"Kevin McHale","Boston Celtics",1,0,"37:00",0,2,0,119,105,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9864",9864,9864,19880203,"Ron Anderson","Indiana Pacers",0,0,"27:00",0,2,0,108,119,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9865",9865,9865,19880203,"Reggie Lewis","Boston Celtics",0,0,"1:00",0,0,0,99,116,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9866",9866,9866,19880203,"Brad Lohaus","Boston Celtics",0,0,"21:00",0,4,0,140,107,"Boston Celtics","Indiana Pacers","Boston Celtics",NA,NA,NA
"9867",9867,9867,19880203,"Jay Vincent","Denver Nuggets",0,0,"30:00",0,4,0,94,103,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9868",9868,9868,19880203,"T.R. Dunn","Denver Nuggets",0,0,"18:00",0,2,0,0,96,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9869",9869,9869,19880203,"James Donaldson","Dallas Mavericks",1,0,"27:00",0,2,0,94,107,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9870",9870,9870,19880203,"Brad Davis","Dallas Mavericks",0,0,"24:00",2,1,0,102,112,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9871",9871,9871,19880203,"Danny Schayes","Denver Nuggets",1,0,"28:00",0,6,0,109,91,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9872",9872,9872,19880203,"Sam Perkins","Dallas Mavericks",1,0,"31:00",2,4,0,97,111,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9873",9873,9873,19880203,"Calvin Natt","Denver Nuggets",0,0,"6:00",0,2,0,18,110,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9874",9874,9874,19880203,"Michael Adams","Denver Nuggets",1,0,"41:00",7,0,0,161,101,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9875",9875,9875,19880203,"Blair Rasmussen","Denver Nuggets",1,0,"17:00",0,2,0,95,108,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9876",9876,9876,19880203,"Bill Hanzlik","Denver Nuggets",0,0,"24:00",0,2,0,142,97,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9877",9877,9877,19880203,"Rolando Blackman","Dallas Mavericks",1,0,"31:00",0,2,0,66,112,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9878",9878,9878,19880203,"Derek Harper","Dallas Mavericks",1,0,"37:00",1,1,0,95,104,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9879",9879,9879,19880203,"Uwe Blab","Dallas Mavericks",0,0,"4:00",0,0,0,51,105,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9880",9880,9880,19880203,"Fat Lever","Denver Nuggets",1,0,"38:00",1,3,0,112,96,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9881",9881,9881,19880203,"Mark Aguirre","Dallas Mavericks",1,0,"41:00",4,1,0,108,109,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9882",9882,9882,19880203,"Jim Farmer","Dallas Mavericks",0,0,"4:00",0,1,0,55,110,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9883",9883,9883,19880203,"Detlef Schrempf","Dallas Mavericks",0,0,"13:00",0,3,0,117,111,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9884",9884,9884,19880203,"Alex English","Denver Nuggets",1,0,"38:00",0,4,0,93,103,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9885",9885,9885,19880203,"Roy Tarpley","Dallas Mavericks",0,0,"28:00",0,5,0,111,108,"Denver Nuggets","Dallas Mavericks","Denver Nuggets",NA,NA,NA
"9886",9886,9886,19880203,"Bob Thornton","Philadelphia 76ers",0,0,"15:00",1,1,0,59,89,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9887",9887,9887,19880203,"Steve Harris","Golden State Warriors",1,0,"20:00",0,4,0,71,93,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9888",9888,9888,19880203,"Mike Gminski","Philadelphia 76ers",1,0,"37:00",0,2,0,108,92,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9889",9889,9889,19880203,"Rod Higgins","Golden State Warriors",1,0,"26:00",0,1,0,83,102,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9890",9890,9890,19880203,"Albert King","Philadelphia 76ers",1,0,"27:00",0,1,0,71,91,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9891",9891,9891,19880203,"Winston Garland","Golden State Warriors",1,0,"26:00",0,3,0,85,104,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9892",9892,9892,19880203,"Ben Coleman","Philadelphia 76ers",0,0,"16:00",0,1,0,153,80,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9893",9893,9893,19880203,"Chris Mullin","Golden State Warriors",0,0,"25:00",2,3,0,79,105,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9894",9894,9894,19880203,"Danny Vranes","Philadelphia 76ers",1,0,"29:00",0,0,0,144,97,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9895",9895,9895,19880203,"Ben McDonald","Golden State Warriors",1,0,"30:00",0,3,0,54,106,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9896",9896,9896,19880203,"Gerald Henderson","Philadelphia 76ers",0,0,"17:00",4,1,0,65,91,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9897",9897,9897,19880203,"Terry Teagle","Golden State Warriors",0,0,"22:00",0,4,0,86,107,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9898",9898,9898,19880203,"Jerome Whitehead","Golden State Warriors",1,0,"31:00",0,2,0,167,100,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9899",9899,9899,19880203,"Maurice Cheeks","Philadelphia 76ers",1,0,"39:00",0,1,0,132,85,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9900",9900,9900,19880203,"Dave Hoppen","Golden State Warriors",0,0,"7:00",0,1,0,68,91,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9901",9901,9901,19880203,"Ralph Sampson","Golden State Warriors",0,0,"30:00",0,3,0,86,94,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9902",9902,9902,19880203,"David Wingate","Philadelphia 76ers",0,0,"24:00",0,2,0,152,88,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9903",9903,9903,19880203,"Dave Feitl","Golden State Warriors",0,0,"7:00",0,1,0,0,111,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9904",9904,9904,19880203,"Charles Barkley","Philadelphia 76ers",1,0,"36:00",2,0,0,88,88,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9905",9905,9905,19880203,"Tellis Frank","Golden State Warriors",0,0,"10:00",0,0,0,129,96,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9906",9906,9906,19880203,"Otis Smith","Golden State Warriors",0,0,"6:00",0,0,0,203,112,"Philadelphia 76ers","Golden State Warriors","Philadelphia 76ers",NA,NA,NA
"9907",9907,9907,19880203,"Jawann Oldham","Sacramento Kings",0,0,"30:00",0,2,0,119,115,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9908",9908,9908,19880203,"LaSalle Thompson","Sacramento Kings",0,0,"14:00",0,2,0,72,127,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9909",9909,9909,19880203,"Mark Eaton","Utah Jazz",1,0,"25:00",0,3,0,96,90,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9910",9910,9910,19880203,"Derek Smith","Sacramento Kings",0,0,"23:00",1,3,0,100,125,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9911",9911,9911,19880203,"Kenny Smith","Sacramento Kings",1,0,"30:00",1,3,0,98,123,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9912",9912,9912,19880203,"John Stockton","Utah Jazz",1,0,"21:00",1,2,0,169,90,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9913",9913,9913,19880203,"Ed Pinckney","Sacramento Kings",0,0,"9:00",0,3,0,113,123,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9914",9914,9914,19880203,"Darrell Griffith","Utah Jazz",0,0,"4:00",3,0,0,138,106,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9915",9915,9915,19880203,"Rickey Green","Utah Jazz",0,0,"23:00",0,2,0,132,97,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9916",9916,9916,19880203,"Melvin Turpin","Utah Jazz",0,0,"19:00",0,3,0,93,103,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9917",9917,9917,19880203,"Mike McGee","Sacramento Kings",0,0,"19:00",1,1,0,113,126,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9918",9918,9918,19880203,"Karl Malone","Utah Jazz",1,0,"35:00",0,3,0,110,88,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9919",9919,9919,19880203,"Michael Jackson","Sacramento Kings",0,0,"20:00",0,1,0,52,127,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9920",9920,9920,19880203,"Harold Pressley","Sacramento Kings",1,0,"8:00",0,2,0,78,128,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9921",9921,9921,19880203,"Bob Hansen","Utah Jazz",0,0,"21:00",0,3,0,124,98,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9922",9922,9922,19880203,"Kelly Tripucka","Utah Jazz",1,0,"29:00",3,2,0,112,87,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9923",9923,9923,19880203,"Reggie Theus","Sacramento Kings",1,0,"27:00",0,2,0,122,131,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9924",9924,9924,19880203,"Marc Iavaroni","Utah Jazz",1,0,"27:00",0,0,0,153,91,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9925",9925,9925,19880203,"Bart Kofoed","Utah Jazz",0,0,"4:00",0,2,0,42,105,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9926",9926,9926,19880203,"Terry Tyler","Sacramento Kings",0,0,"20:00",0,1,0,79,121,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9927",9927,9927,19880203,"Joe Kleine","Sacramento Kings",1,0,"20:00",0,1,0,50,127,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9928",9928,9928,19880203,"Thurl Bailey","Utah Jazz",0,0,"32:00",0,0,0,129,95,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9929",9929,9929,19880203,"Otis Thorpe","Sacramento Kings",1,0,"20:00",1,2,0,74,123,"Utah Jazz","Sacramento Kings","Utah Jazz",NA,NA,NA
"9930",9930,9930,19880203,"Jeff Malone","Washington Bullets",1,1,"35:00",0,3,0,125,118,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9931",9931,9931,19880203,"Kent Benson","Cleveland Cavaliers",0,0,"7:00",0,1,0,87,97,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9932",9932,9932,19880203,"Ron Harper","Cleveland Cavaliers",1,0,"28:00",1,2,0,140,108,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9933",9933,9933,19880203,"Kevin Johnson","Cleveland Cavaliers",0,0,"17:00",0,2,0,53,118,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9934",9934,9934,19880203,"Mark West","Cleveland Cavaliers",0,0,"12:00",0,4,0,158,125,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9935",9935,9935,19880203,"Bernard King","Washington Bullets",1,1,"38:00",0,2,0,105,118,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9936",9936,9936,19880203,"Manute Bol","Washington Bullets",0,1,"17:00",0,2,0,0,111,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9937",9937,9937,19880203,"Moses Malone","Washington Bullets",1,1,"31:00",0,2,0,134,111,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9938",9938,9938,19880203,"Mark Price","Cleveland Cavaliers",1,0,"34:00",0,1,0,98,122,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9939",9939,9939,19880203,"Muggsy Bogues","Washington Bullets",0,1,"25:00",0,3,0,34,109,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9940",9940,9940,19880203,"John Williams","Washington Bullets",0,1,"26:00",0,3,0,66,117,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9941",9941,9941,19880203,"Craig Ehlo","Cleveland Cavaliers",0,0,"18:00",2,1,0,126,109,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9942",9942,9942,19880203,"Terry Catledge","Washington Bullets",1,1,"32:00",0,4,0,147,115,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9943",9943,9943,19880203,"Dell Curry","Cleveland Cavaliers",0,0,"5:00",0,0,0,51,125,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
"9944",9944,9944,19880203,"Steve Colter","Washington Bullets",1,1,"19:00",0,2,0,180,107,"Washington Bullets","Cleveland Cavaliers","Cleveland Cavaliers",NA,NA,NA
