"Name","Position","Height","Weight","Exp","Age","G","GS","MP","3PA","FGA","PF","PER","USG%","OWS","DWS","PG","PGS","PMP","P3PA","PFGA","PPF","PPER","PUSG%","POWS","PDWS","TORtg","TDRtg"
"Jerry Sichting","PG",73,168,6,30,78,15,"1566",398,26,124,0,0,0,0,30,23,4,"338",82,6,36,0,0,0,0,"113.5","106.8"
"Darren Daye","SF",80,220,3,26,61,2,"724",202,0,98,0,0,0,0,26,23,1,"240",72,0,33,0,0,0,0,"113.5","106.8"
"Conner Henry","SG",79,195,0,23,36,0,"231",103,31,27,0,0,0,0,23,11,0,"35",16,5,3,0,0,0,0,"113.5","106.8"
"Rick Carlisle","SG",77,210,2,27,42,0,"297",92,16,28,0,0,0,0,"113.5","106.8"
"David Thirdkill","SF",79,195,4,26,17,0,"89",24,1,12,0,0,0,0,"113.5","106.8"
"Andre Turner","PG",71,160,0,22,3,0,"18",5,1,1,0,0,0,0,"113.5","106.8"
"Larry Bird","SF",81,220,7,30,74,73,"3005",1497,225,185,0,0,0,0,30,23,23,"1015",454,41,55,0,0,0,0,"113.5","106.8"
"Bill Walton","C",83,210,9,34,10,0,"112",26,0,23,0,0,0,0,34,12,0,"102",25,0,23,0,0,0,0,"113.5","106.8"
"Dennis Johnson","PG",76,185,10,32,79,78,"2933",953,62,201,0,0,0,0,32,23,23,"964",361,26,71,0,0,0,0,"113.5","106.8"
"Fred Roberts","PF",82,218,3,26,73,11,"1079",270,3,129,0,0,0,0,26,20,4,"265",59,0,47,0,0,0,0,"113.5","106.8"
"Sam Vincent","PG",74,185,1,23,46,5,"374",136,0,33,0,0,0,0,23,17,0,"141",56,2,13,0,0,0,0,"113.5","106.8"
"Danny Ainge","SG",76,175,5,27,71,66,"2499",844,192,189,0,0,0,0,27,20,19,"762",238,73,62,0,0,0,0,"113.5","106.8"
"Greg Kite","C",83,250,3,25,74,1,"745",110,1,148,0,0,0,0,25,20,1,"172",20,0,43,0,0,0,0,"113.5","106.8"
"Robert Parish","C",84,230,10,33,80,80,"2995",1057,1,266,0,0,0,0,33,21,21,"734",263,1,79,0,0,0,0,"113.5","106.8"
"Kevin McHale","PF",82,210,6,29,77,77,"3060",1307,4,240,0,0,0,0,29,21,19,"827",298,0,71,0,0,0,0,"113.5","106.8"
"Kent Benson","C",82,235,9,32,73,2,"895",316,7,138,0,0,0,0,32,2,0,"3",0,0,0,0,0,0,0,"104.1","103.7"
"Mark Eaton","C",88,275,4,30,79,79,"2505",585,0,273,0,0,0,0,30,5,5,"193",41,0,18,0,0,0,0,"104.1","103.7"
"Bob Hansen","SG",78,190,3,26,72,72,"1453",601,45,146,0,0,0,0,26,5,5,"142",49,5,14,0,0,0,0,"104.1","103.7"
"Carey Scurry","SF",79,188,1,24,69,5,"753",247,13,124,0,0,0,0,24,4,0,"57",22,2,10,0,0,0,0,"104.1","103.7"
"Kelly Tripucka","SF",78,220,5,27,79,76,"1865",621,52,147,0,0,0,0,27,5,5,"70",20,3,6,0,0,0,0,"104.1","103.7"
"John Stockton","PG",73,170,2,24,82,2,"1858",463,39,224,0,0,0,0,24,5,2,"157",29,5,18,0,0,0,0,"104.1","103.7"
"Marc Iavaroni","PF",80,210,4,30,78,0,"845",215,4,154,0,0,0,0,30,5,0,"47",10,0,7,0,0,0,0,"104.1","103.7"
"Darrell Griffith","SG",76,190,5,28,76,10,"1843",1038,200,167,0,0,0,0,28,5,0,"104",65,15,5,0,0,0,0,"104.1","103.7"
"Thurl Bailey","PF",83,215,3,25,81,2,"2155",1036,2,150,0,0,0,0,25,5,0,"151",63,0,12,0,0,0,0,"104.1","103.7"
"Rickey Green","PG",72,170,8,32,81,80,"2090",644,19,108,0,0,0,0,32,4,3,"72",23,1,5,0,0,0,0,"104.1","103.7"
"Karl Malone","PF",81,250,1,23,82,82,"2857",1422,7,323,0,0,0,0,23,5,5,"200",88,0,20,0,0,0,0,"104.1","103.7"
"Dell Curry","SG",76,190,0,22,67,0,"636",326,60,86,0,0,0,0,22,2,0,"4",3,1,1,0,0,0,0,"104.1","103.7"
"James Donaldson","C",86,275,6,29,82,82,"3028",531,0,191,0,0,0,0,29,3,3,"68",5,0,6,0,0,0,0,"114.9","108.7"
"Brad Davis","PG",75,180,9,31,82,6,"1582",436,106,159,0,0,0,0,31,4,0,"75",23,2,4,0,0,0,0,"114.9","108.7"
"Al Wood","SG",78,193,5,28,54,0,"657",310,25,83,0,0,0,0,"114.9","108.7"
"Sam Perkins","PF",81,235,2,25,80,80,"2687",957,54,269,0,0,0,0,25,4,4,"133",52,4,16,0,0,0,0,"114.9","108.7"
"Roy Tarpley","PF",83,230,0,22,75,1,"1405",499,3,232,0,0,0,0,22,4,1,"114",48,0,18,0,0,0,0,"114.9","108.7"
"Myron Jackson","PG",75,185,0,22,8,0,"22",9,0,1,0,0,0,0,"114.9","108.7"
"Rolando Blackman","SG",78,190,5,27,80,80,"2758",1264,15,142,0,0,0,0,27,4,4,"153",73,1,7,0,0,0,0,"114.9","108.7"
"Dennis Nutt","PG",74,170,0,23,25,0,"91",40,17,6,0,0,0,0,23,1,0,"10",5,2,0,0,0,0,0,"114.9","108.7"
"Derek Harper","PG",76,185,3,25,77,76,"2556",993,212,195,0,0,0,0,25,4,4,"123",40,9,7,0,0,0,0,"114.9","108.7"
"Uwe Blab","C",85,252,1,24,30,0,"160",51,0,33,0,0,0,0,24,1,0,"10",1,0,4,0,0,0,0,"114.9","108.7"
"Mark Aguirre","SF",78,232,5,27,80,80,"2663",1590,150,243,0,0,0,0,27,4,4,"130",62,4,15,0,0,0,0,"114.9","108.7"
"Detlef Schrempf","SF",81,214,1,24,81,5,"1711",561,69,224,0,0,0,0,24,4,0,"97",35,3,13,0,0,0,0,"114.9","108.7"
"Bill Wennington","C",84,245,1,23,58,0,"560",132,2,95,0,0,0,0,23,4,0,"47",12,0,9,0,0,0,0,"114.9","108.7"
"Walter Berry","SF",80,215,0,22,56,45,"1567",758,3,188,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Mike Brittain","C",84,235,1,23,6,0,"29",9,0,3,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Frank Brickowski","C",81,240,2,27,7,0,"83",30,4,13,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Dave Greenwood","PF",81,222,7,29,79,78,"2587",655,6,248,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Artis Gilmore","C",86,240,15,37,82,74,"2405",580,0,235,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Kevin Duckworth","C",84,275,0,22,14,1,"122",45,0,27,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Alvin Robertson","SG",75,185,2,24,81,78,"2697",1264,48,264,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Mike Mitchell","SF",79,215,8,31,40,18,"922",478,2,68,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Mychal Thompson","PF",82,226,7,32,49,6,"1210",528,1,117,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Ed Nealy","PF",79,238,3,26,60,7,"980",192,31,144,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Forrest McKenzie","SF",79,200,0,23,6,0,"42",28,2,9,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Anthony Jones","SF",78,195,0,24,49,3,"744",289,19,68,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Larry Krystkowiak","PF",81,220,0,22,68,2,"1004",373,12,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Jon Sundvold","PG",74,170,3,25,76,42,"1765",751,149,109,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Johnny Moore","PG",73,175,6,28,55,27,"1234",448,79,97,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Tyrone Corbin","SF",78,210,1,24,31,15,"732",264,0,81,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"Johnny Dawkins","PG",74,165,0,23,81,14,"1682",764,47,118,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.9","110.8"
"T.R. Dunn","SG",76,192,9,31,81,53,"1932",276,2,160,0,0,0,0,31,3,0,"22",4,0,3,0,0,0,0,"109.3","110.2"
"Otis Smith","SG",77,210,0,23,28,0,"168",79,2,30,0,0,0,0,23,3,0,"19",6,0,1,0,0,0,0,"109.3","110.2"
"Danny Schayes","C",83,235,5,27,76,41,"1556",405,0,266,0,0,0,0,27,3,0,"75",17,0,10,0,0,0,0,"109.3","110.2"
"Fat Lever","PG",75,170,4,26,82,82,"3054",1370,92,219,0,0,0,0,26,3,3,"99",50,8,7,0,0,0,0,"109.3","110.2"
"Calvin Natt","PF",78,220,7,30,1,1,"20",10,0,2,0,0,0,0,"109.3","110.2"
"Darrell Walker","PG",76,180,3,25,81,25,"2020",742,4,229,0,0,0,0,25,3,3,"68",34,0,4,0,0,0,0,"109.3","110.2"
"Pete Williams","PF",79,190,1,21,5,0,"10",2,0,1,0,0,0,0,"109.3","110.2"
"Mark Alarie","PF",80,217,0,23,64,25,"1110",443,9,138,0,0,0,0,23,3,0,"41",15,0,9,0,0,0,0,"109.3","110.2"
"Bill Hanzlik","PF",79,185,6,29,73,10,"1990",746,80,245,0,0,0,0,29,3,2,"76",25,2,6,0,0,0,0,"109.3","110.2"
"Mike Evans","SG",73,170,7,31,81,4,"1567",729,169,149,0,0,0,0,31,3,0,"57",19,7,6,0,0,0,0,"109.3","110.2"
"Wayne Cooper","C",82,220,8,30,69,64,"1561",524,3,257,0,0,0,0,30,3,1,"41",12,0,9,0,0,0,0,"109.3","110.2"
"Maurice Martin","SF",78,200,0,22,43,0,"286",135,15,48,0,0,0,0,22,3,0,"54",29,1,12,0,0,0,0,"109.3","110.2"
"Blair Rasmussen","C",84,250,1,24,74,23,"1421",570,0,224,0,0,0,0,24,3,3,"92",45,0,12,0,0,0,0,"109.3","110.2"
"Alex English","SF",79,190,10,33,82,82,"3085",1920,15,216,0,0,0,0,33,3,3,"76",49,0,9,0,0,0,0,"109.3","110.2"
"Randy Breuer","C",87,230,3,26,76,10,"1467",497,0,229,0,0,0,0,26,12,2,"156",33,0,32,0,0,0,0,"109.5","105.6"
"Kenny Fields","SF",77,220,2,24,4,0,"22",8,0,3,0,0,0,0,"109.5","105.6"
"Paul Mokeski","C",84,250,7,30,62,3,"626",129,1,126,0,0,0,0,30,12,0,"107",22,1,22,0,0,0,0,"109.5","105.6"
"Jerry Reynolds","SF",80,200,1,24,58,24,"963",356,18,91,0,0,0,0,24,4,0,"5",3,1,0,0,0,0,0,"109.5","105.6"
"Jerome Henderson","PF",83,230,1,27,6,0,"36",13,0,12,0,0,0,0,27,1,0,"1",0,0,1,0,0,0,0,"109.5","105.6"
"John Lucas","PG",75,175,10,33,43,40,"1358",624,126,82,0,0,0,0,33,12,12,"362",150,36,17,0,0,0,0,"109.5","105.6"
"Marvin Webster","C",85,225,9,34,15,0,"102",19,1,17,0,0,0,0,"109.5","105.6"
"Cedric Henderson","PF",80,210,0,21,2,0,"6",3,0,1,0,0,0,0,"109.5","105.6"
"Ricky Pierce","SG",76,205,4,27,79,31,"2505",1077,28,222,0,0,0,0,27,12,2,"317",142,0,39,0,0,0,0,"109.5","105.6"
"Junior Bridgeman","SF",77,210,11,33,34,4,"418",171,6,50,0,0,0,0,"109.5","105.6"
"Jack Sikma","C",83,230,9,31,82,82,"2536",842,2,328,0,0,0,0,31,12,12,"426",150,1,56,0,0,0,0,"109.5","105.6"
"Dudley Bradley","SG",78,195,6,29,68,2,"900",213,50,118,0,0,0,0,29,12,0,"46",11,6,9,0,0,0,0,"109.5","105.6"
"Mike Glenn","SG",74,175,9,31,4,0,"34",13,0,3,0,0,0,0,"109.5","105.6"
"Terry Cummings","PF",81,220,4,25,82,77,"2770",1426,3,296,0,0,0,0,25,12,10,"443",215,0,51,0,0,0,0,"109.5","105.6"
"Chris Engler","C",83,245,3,27,5,0,"48",12,0,10,0,0,0,0,"109.5","105.6"
"Keith Smith","SG",75,180,0,22,42,4,"461",150,9,74,0,0,0,0,"109.5","105.6"
"Craig Hodges","PG",74,190,4,26,78,43,"2147",682,228,189,0,0,0,0,26,12,0,"226",77,17,16,0,0,0,0,"109.5","105.6"
"Hank McDowell","PF",81,215,5,27,7,0,"70",17,0,14,0,0,0,0,"109.5","105.6"
"Sidney Moncrief","SG",75,180,7,29,39,30,"992",324,31,73,0,0,0,0,29,12,10,"426",165,14,43,0,0,0,0,"109.5","105.6"
"Scott Skiles","PG",73,180,0,22,13,0,"205",62,14,18,0,0,0,0,"109.5","105.6"
"Paul Pressey","SF",77,185,4,28,61,60,"2057",616,55,213,0,0,0,0,28,12,12,"465",146,8,51,0,0,0,0,"109.5","105.6"
"Don Collins","SF",78,190,5,28,6,0,"57",28,0,11,0,0,0,0,"109.5","105.6"
"Rick Mahorn","PF",82,240,6,28,63,6,"1278",322,0,221,0,0,0,0,28,15,15,"483",109,1,60,0,0,0,0,"109.2","105.8"
"Chuck Nevitt","C",89,217,3,27,41,0,"267",63,0,73,0,0,0,0,27,3,0,"10",5,0,1,0,0,0,0,"109.2","105.8"
"Dennis Rodman","PF",79,210,0,25,77,1,"1155",391,1,166,0,0,0,0,25,15,0,"245",74,0,48,0,0,0,0,"109.2","105.8"
"Vinnie Johnson","SG",74,200,7,30,78,8,"2166",1154,14,159,0,0,0,0,30,15,0,"388",207,2,33,0,0,0,0,"109.2","105.8"
"Isiah Thomas","PG",73,180,5,25,81,81,"3013",1353,98,251,0,0,0,0,25,15,15,"562",297,33,51,0,0,0,0,"109.2","105.8"
"Cozell McQueen","PF",83,235,0,25,3,0,"7",3,0,1,0,0,0,0,"109.2","105.8"
"Adrian Dantley","SF",77,208,10,30,81,81,"2736",1126,6,193,0,0,0,0,30,15,15,"500",206,0,36,0,0,0,0,"109.2","105.8"
"John Salley","C",83,230,0,22,82,2,"1463",290,1,256,0,0,0,0,22,15,0,"311",66,0,60,0,0,0,0,"109.2","105.8"
"Sidney Green","PF",81,220,3,26,80,69,"1792",542,2,197,0,0,0,0,26,9,0,"42",10,0,2,0,0,0,0,"109.2","105.8"
"Jeff Taylor","SG",76,175,1,27,12,0,"44",10,0,4,0,0,0,0,"109.2","105.8"
"Joe Dumars","SG",75,190,1,23,79,75,"2439",749,22,194,0,0,0,0,23,15,15,"473",145,3,26,0,0,0,0,"109.2","105.8"
"John Schweitz","SG",78,210,1,26,3,0,"7",1,0,2,0,0,0,0,"109.2","105.8"
"Tony Campbell","SF",79,215,2,24,40,0,"332",145,3,40,0,0,0,0,24,4,0,"13",6,1,1,0,0,0,0,"109.2","105.8"
"Kurt Nimphius","PF",82,218,5,28,28,5,"277",78,1,38,0,0,0,0,28,4,0,"30",9,0,10,0,0,0,0,"109.2","105.8"
"Bill Laimbeer","C",83,245,6,29,82,82,"2854",1010,21,283,0,0,0,0,29,15,15,"543",163,5,53,0,0,0,0,"109.2","105.8"
"Brad Wright","PF",83,225,0,24,14,0,"138",46,1,20,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Bob Thornton","PF",82,225,1,24,33,4,"282",67,1,48,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Jawann Oldham","C",84,215,6,29,44,9,"776",174,1,95,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Eddie Lee Wilkins","PF",82,220,1,24,24,10,"454",127,1,67,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Stewart Granger","PG",75,190,2,25,15,0,"166",54,3,17,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Gerald Henderson","PG",74,175,7,31,68,53,"1890",624,74,191,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Patrick Ewing","PF",84,240,1,24,63,63,"2206",1053,7,248,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Bernard King","SF",79,205,8,30,6,4,"214",105,0,14,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Bill Cartwright","C",85,245,6,29,58,50,"1989",631,0,188,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Trent Tucker","SG",77,193,4,27,70,15,"1691",691,161,169,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Pat Cummings","PF",81,230,7,30,49,11,"1056",382,0,145,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Gerald Wilkins","SG",78,185,1,23,80,73,"2758",1302,74,165,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Rory Sparrow","PG",74,175,6,28,80,30,"1951",590,42,160,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Bill Martin","SF",79,205,1,24,8,0,"68",25,0,5,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Chris McNealy","PF",79,210,1,25,59,16,"972",179,0,136,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Louis Orr","SF",80,175,6,28,65,8,"1440",389,5,123,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"McKinley Singleton","PG",77,175,0,25,2,0,"10",3,1,1,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Kenny Walker","SF",80,210,0,22,68,64,"1719",581,4,236,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"104.8","111.1"
"Michael Wilson","SG",76,175,2,27,5,0,"43",8,0,9,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Chris Engler","C",83,245,3,27,18,0,"130",31,0,23,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Pace Mannion","SF",79,190,3,26,23,3,"284",94,9,32,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Ben Coleman","C",81,235,0,25,68,7,"1029",313,1,200,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Darryl Dawkins","C",83,251,11,30,6,2,"106",32,0,25,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Mike Gminski","C",83,250,6,27,72,66,"2272",947,0,159,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Orlando Woolridge","SF",81,215,5,27,75,53,"2638",1067,8,243,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Tony Brown","SG",78,185,2,26,77,67,"2339",810,20,273,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Jeff Turner","PF",81,230,2,24,76,22,"1003",325,1,200,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Albert King","SF",78,190,5,27,61,15,"1291",573,32,177,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Ray Williams","PG",75,188,9,32,32,14,"800",290,28,111,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Kevin McKenna","SG",77,195,4,28,56,3,"942",337,124,141,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"James Bailey","PF",81,220,7,29,34,2,"542",239,0,119,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Pearl Washington","PG",74,190,0,23,72,61,"1600",538,24,184,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Otis Birdsong","SG",75,190,9,31,7,6,"127",42,1,16,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Buck Williams","PF",80,215,5,26,82,82,"2976",936,1,315,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Leon Wood","PG",75,185,2,24,76,7,"1733",501,200,126,0,0,0,0,0,0,0,"0:00",0,0,0,0,0,0,0,"105.6","110.5"
"Vern Fleming","PG",77,185,2,24,82,82,"2549",727,10,222,0,0,0,0,24,4,4,"141",36,1,15,0,0,0,0,"106.0","106.6"
"Wayman Tisdale","PF",81,240,1,22,81,15,"2159",892,2,293,0,0,0,0,22,4,0,"108",31,0,17,0,0,0,0,"106.0","106.6"
"Michael Brooks","SF",79,220,4,28,10,0,"148",37,0,19,0,0,0,0,"106.0","106.6"
"Herb Williams","PF",82,242,5,28,74,67,"2526",939,9,255,0,0,0,0,28,4,4,"134",34,0,12,0,0,0,0,"106.0","106.6"
"Steve Stipanovich","C",83,245,3,26,81,81,"2761",760,4,304,0,0,0,0,26,4,4,"149",38,1,14,0,0,0,0,"106.0","106.6"
"Walker Russell","PG",77,195,4,26,48,0,"511",165,16,62,0,0,0,0,"106.0","106.6"
"Chuck Person","SF",80,220,0,22,82,78,"2956",1358,138,310,0,0,0,0,22,4,4,"159",74,8,14,0,0,0,0,"106.0","106.6"
"John Long","SG",77,195,8,30,80,68,"2265",1170,67,167,0,0,0,0,30,4,4,"109",52,6,16,0,0,0,0,"106.0","106.6"
"Clark Kellogg","PF",79,225,4,25,4,4,"60",22,2,12,0,0,0,0,"106.0","106.6"
"Ron Anderson","SF",79,215,2,28,63,0,"721",294,5,65,0,0,0,0,28,4,0,"24",4,0,2,0,0,0,0,"106.0","106.6"
"Greg Dreiling","C",85,250,0,24,24,0,"128",37,0,42,0,0,0,0,"106.0","106.6"
"Stuart Gray","C",84,235,2,23,55,1,"456",101,0,93,0,0,0,0,23,3,0,"14",1,0,3,0,0,0,0,"106.0","106.6"
"Kyle Macy","PG",75,175,6,29,76,0,"1250",341,46,136,0,0,0,0,29,4,0,"49",6,1,7,0,0,0,0,"106.0","106.6"
"Clint Richardson","SG",75,195,7,30,78,14,"1396",467,17,106,0,0,0,0,30,4,0,"73",12,1,12,0,0,0,0,"106.0","106.6"
"Pete Verhoeven","PF",81,215,5,27,5,0,"44",14,0,11,0,0,0,0,"106.0","106.6"
"Sedale Threatt","PG",74,175,3,25,28,8,"668",261,16,76,0,0,0,0,"108.3","108.5"
"Roy Hinson","SF",81,210,3,25,76,58,"2489",823,1,281,0,0,0,0,25,5,0,"159",52,0,18,0,0,0,0,"108.3","108.5"
"Andrew Toney","SG",75,178,6,29,52,12,"1058",437,67,78,0,0,0,0,29,5,0,"104",34,3,16,0,0,0,0,"108.3","108.5"
"Danny Vranes","SF",79,210,5,28,58,6,"817",138,5,127,0,0,0,0,28,2,0,"3",0,0,1,0,0,0,0,"108.3","108.5"
"Cliff Robinson","PF",81,220,7,26,55,30,"1586",729,4,150,0,0,0,0,26,5,5,"138",61,0,15,0,0,0,0,"108.3","108.5"
"Jeff Ruland","PF",82,240,5,28,5,2,"116",28,0,13,0,0,0,0,"108.3","108.5"
"Tim McCormick","C",83,240,2,24,81,79,"2817",718,4,270,0,0,0,0,24,5,5,"121",24,0,19,0,0,0,0,"108.3","108.5"
"Julius Erving","SF",78,200,15,36,60,60,"1918",850,53,137,0,0,0,0,36,5,5,"180",82,6,19,0,0,0,0,"108.3","108.5"
"Steve Colter","PG",75,165,2,24,43,13,"849",255,8,61,0,0,0,0,24,2,0,"8",2,0,1,0,0,0,0,"108.3","108.5"
"Maurice Cheeks","PG",73,180,8,30,68,68,"2624",788,17,109,0,0,0,0,30,5,5,"210",66,1,14,0,0,0,0,"108.3","108.5"
"David Wingate","SG",77,185,0,23,77,9,"1612",602,52,169,0,0,0,0,23,5,0,"90",37,2,11,0,0,0,0,"108.3","108.5"
"Mark McNamara","C",83,235,3,27,11,1,"113",30,0,17,0,0,0,0,27,1,0,"2",1,0,0,0,0,0,0,"108.3","108.5"
"World B. Free","SG",74,185,11,33,20,2,"285",123,9,26,0,0,0,0,"108.3","108.5"
"Charles Barkley","PF",78,252,2,23,68,62,"2740",937,104,252,0,0,0,0,23,5,5,"210",75,8,21,0,0,0,0,"108.3","108.5"
"Kenny Green","SF",78,210,1,22,19,0,"172",70,0,8,0,0,0,0,"108.3","108.5"
"Jim Lampley","C",82,230,0,26,1,0,"16",3,0,0,0,0,0,0,"108.3","108.5"
"Kevin Henderson","PG",76,195,0,22,5,0,"45",8,0,9,0,0,0,0,"108.9","111.2"
"Rod Higgins","SF",79,200,4,27,73,28,"1497",412,17,145,0,0,0,0,27,10,8,"177",46,1,20,0,0,0,0,"108.9","111.2"
"Perry Moss","PG",74,185,1,28,64,0,"698",207,14,96,0,0,0,0,28,8,0,"45",14,1,5,0,0,0,0,"108.9","111.2"
"Chris Mullin","SG",78,200,1,23,82,82,"2377",928,63,217,0,0,0,0,23,10,10,"262",98,4,31,0,0,0,0,"108.9","111.2"
