"","X","X.1","Date","Name","Team","Started","B2B","MP","FGA","X3PA","PF","USG.","ORtg","DRtg","Home","Away","Winner","TORtg","TDRtg"
"8391",8391,8391,19870114,"Fat Lever","Denver Nuggets",1,1,"35:00",5,5,0,91,121,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8392",8392,8392,19870114,"Darrell Walker","Denver Nuggets",0,1,"15:00",0,4,0,82,121,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8393",8393,8393,19870114,"Tim Kempton","Los Angeles Clippers",0,0,"2:00",0,0,0,0,117,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8394",8394,8394,19870114,"Larry Drew","Los Angeles Clippers",0,0,"29:00",1,3,0,145,111,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8395",8395,8395,19870114,"Mark Alarie","Denver Nuggets",0,1,"9:00",0,1,0,26,118,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8396",8396,8396,19870114,"Benoit Benjamin","Los Angeles Clippers",1,0,"25:00",0,5,0,122,94,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8397",8397,8397,19870114,"Maurice Martin","Denver Nuggets",0,1,"14:00",1,5,0,91,120,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8398",8398,8398,19870114,"Rory White","Los Angeles Clippers",0,0,"9:00",0,2,0,81,116,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8399",8399,8399,19870114,"Kenny Fields","Los Angeles Clippers",1,0,"21:00",0,3,0,152,109,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8400",8400,8400,19870114,"Alex English","Denver Nuggets",1,1,"45:00",2,5,0,126,126,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8401",8401,8401,19870114,"Darnell Valentine","Los Angeles Clippers",1,0,"19:00",0,2,0,114,98,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8402",8402,8402,19870114,"Danny Schayes","Denver Nuggets",1,1,"23:00",0,2,0,75,127,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8403",8403,8403,19870114,"Wayne Cooper","Denver Nuggets",1,1,"15:00",0,5,0,75,122,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8404",8404,8404,19870114,"Blair Rasmussen","Denver Nuggets",0,1,"24:00",0,6,0,112,121,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8405",8405,8405,19870114,"Bill Hanzlik","Denver Nuggets",0,1,"20:00",0,5,0,95,115,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8406",8406,8406,19870114,"Lancaster Gordon","Los Angeles Clippers",0,0,"15:00",1,0,0,83,100,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8407",8407,8407,19870114,"Michael Cage","Los Angeles Clippers",1,0,"41:00",0,2,0,141,102,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8408",8408,8408,19870114,"Mike Woodson","Los Angeles Clippers",1,0,"33:00",0,3,0,126,106,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8409",8409,8409,19870114,"Kurt Nimphius","Los Angeles Clippers",0,0,"19:00",0,4,0,104,112,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8410",8410,8410,19870114,"Mike Evans","Denver Nuggets",0,1,"28:00",4,3,0,125,128,"Los Angeles Clippers","Denver Nuggets","Los Angeles Clippers",NA,NA,NA
"8411",8411,8411,19870114,"Kevin Willis","Atlanta Hawks",1,0,"42:00",0,3,0,92,100,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8412",8412,8412,19870114,"Jon Koncak","Atlanta Hawks",0,0,"9:00",0,4,0,54,98,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8413",8413,8413,19870114,"Dominique Wilkins","Atlanta Hawks",1,0,"44:00",3,2,0,97,92,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8414",8414,8414,19870114,"Doc Rivers","Atlanta Hawks",1,0,"36:00",2,4,0,102,95,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8415",8415,8415,19870114,"Gus Williams","Atlanta Hawks",0,0,"12:00",0,2,0,119,104,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8416",8416,8416,19870114,"Jeff Ruland","Philadelphia 76ers",0,1,"24:00",0,2,0,151,96,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8417",8417,8417,19870114,"Tim McCormick","Philadelphia 76ers",1,1,"34:00",0,0,0,63,95,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8418",8418,8418,19870114,"Randy Wittman","Atlanta Hawks",1,0,"29:00",1,0,0,77,102,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8419",8419,8419,19870114,"Antoine Carr","Atlanta Hawks",0,0,"1:00",0,0,0,0,105,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8420",8420,8420,19870114,"Julius Erving","Philadelphia 76ers",1,1,"27:00",2,1,0,47,86,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8421",8421,8421,19870114,"Steve Colter","Philadelphia 76ers",0,1,"6:00",0,1,0,30,104,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8422",8422,8422,19870114,"Mike McGee","Atlanta Hawks",0,0,"20:00",4,2,0,98,84,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8423",8423,8423,19870114,"David Wingate","Philadelphia 76ers",0,1,"28:00",1,3,0,89,99,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8424",8424,8424,19870114,"Tree Rollins","Atlanta Hawks",1,0,"31:00",0,5,0,64,84,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8425",8425,8425,19870114,"Cliff Levingston","Atlanta Hawks",0,0,"16:00",0,1,0,131,98,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8426",8426,8426,19870114,"Charles Barkley","Philadelphia 76ers",1,1,"43:00",1,4,0,133,83,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8427",8427,8427,19870114,"World B. Free","Philadelphia 76ers",0,1,"11:00",1,4,0,85,103,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8428",8428,8428,19870114,"Maurice Cheeks","Philadelphia 76ers",1,1,"42:00",0,3,0,97,88,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8429",8429,8429,19870114,"Roy Hinson","Philadelphia 76ers",1,1,"25:00",0,5,0,56,97,"Philadelphia 76ers","Atlanta Hawks","Philadelphia 76ers",NA,NA,NA
"8430",8430,8430,19870114,"Tom Chambers","Seattle SuperSonics",1,1,"23:00",3,3,0,75,95,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8431",8431,8431,19870114,"Dave Greenwood","San Antonio Spurs",1,1,"22:00",0,2,0,81,125,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8432",8432,8432,19870114,"Nate McMillan","Seattle SuperSonics",1,1,"36:00",0,4,0,136,100,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8433",8433,8433,19870114,"Michael Phelps","Seattle SuperSonics",0,1,"15:00",0,3,0,88,104,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8434",8434,8434,19870114,"Ed Nealy","San Antonio Spurs",0,1,"23:00",1,3,0,102,122,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8435",8435,8435,19870114,"Danny Young","Seattle SuperSonics",0,1,"19:00",0,1,0,168,104,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8436",8436,8436,19870114,"Anthony Jones","San Antonio Spurs",0,1,"24:00",0,1,0,72,123,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8437",8437,8437,19870114,"Clemon Johnson","Seattle SuperSonics",0,1,"9:00",0,0,0,145,73,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8438",8438,8438,19870114,"Alton Lister","Seattle SuperSonics",1,1,"36:00",0,2,0,102,95,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8439",8439,8439,19870114,"Tyrone Corbin","San Antonio Spurs",0,1,"12:00",0,1,0,80,130,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8440",8440,8440,19870114,"Xavier McDaniel","Seattle SuperSonics",1,1,"27:00",0,2,0,123,100,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8441",8441,8441,19870114,"Walter Berry","San Antonio Spurs",1,1,"36:00",0,5,0,97,124,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8442",8442,8442,19870114,"Artis Gilmore","San Antonio Spurs",1,1,"20:00",0,3,0,133,122,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8443",8443,8443,19870114,"Russ Schoene","Seattle SuperSonics",0,1,"9:00",0,0,0,171,93,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8444",8444,8444,19870114,"Mychal Thompson","San Antonio Spurs",0,1,"26:00",0,0,0,113,118,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8445",8445,8445,19870114,"Dale Ellis","Seattle SuperSonics",1,1,"28:00",4,2,0,191,104,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8446",8446,8446,19870114,"Kevin Williams","Seattle SuperSonics",0,1,"18:00",0,2,0,91,91,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8447",8447,8447,19870114,"Alvin Robertson","San Antonio Spurs",1,1,"31:00",0,2,0,113,116,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8448",8448,8448,19870114,"Jon Sundvold","San Antonio Spurs",1,1,"24:00",0,1,0,84,124,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8449",8449,8449,19870114,"Terence Stansbury","Seattle SuperSonics",0,1,"13:00",0,3,0,114,102,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8450",8450,8450,19870114,"Maurice Lucas","Seattle SuperSonics",0,1,"7:00",0,0,0,205,106,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8451",8451,8451,19870114,"Johnny Dawkins","San Antonio Spurs",0,1,"22:00",1,0,0,78,123,"Seattle SuperSonics","San Antonio Spurs","Seattle SuperSonics",NA,NA,NA
"8452",8452,8452,19870114,"Terry Catledge","Washington Bullets",1,0,"17:00",0,2,0,95,103,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8453",8453,8453,19870114,"Kevin McKenna","New Jersey Nets",0,1,"12:00",2,2,0,105,114,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8454",8454,8454,19870114,"Ben Coleman","New Jersey Nets",0,1,"10:00",0,2,0,59,118,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8455",8455,8455,19870114,"Manute Bol","Washington Bullets",0,0,"19:00",1,1,0,106,102,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8456",8456,8456,19870114,"Mike Gminski","New Jersey Nets",1,1,"22:00",0,1,0,128,106,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8457",8457,8457,19870114,"Tony Brown","New Jersey Nets",1,1,"39:00",1,1,0,82,117,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8458",8458,8458,19870114,"Jeff Turner","New Jersey Nets",1,1,"14:00",0,2,0,68,115,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8459",8459,8459,19870114,"Jay Murphy","Washington Bullets",0,0,"3:00",0,0,0,147,51,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8460",8460,8460,19870114,"Buck Williams","New Jersey Nets",1,1,"31:00",0,6,0,121,114,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8461",8461,8461,19870114,"Ennis Whatley","Washington Bullets",1,0,"21:00",0,1,0,116,92,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8462",8462,8462,19870114,"Jeff Malone","Washington Bullets",1,0,"26:00",0,0,0,110,106,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8463",8463,8463,19870114,"Darwin Cook","Washington Bullets",0,0,"22:00",0,2,0,116,101,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8464",8464,8464,19870114,"Orlando Woolridge","New Jersey Nets",0,1,"37:00",1,3,0,105,109,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8465",8465,8465,19870114,"Charles Jones","Washington Bullets",1,0,"9:00",0,4,0,208,75,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8466",8466,8466,19870114,"Michael Adams","Washington Bullets",0,0,"27:00",0,1,0,135,94,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8467",8467,8467,19870114,"Moses Malone","Washington Bullets",1,0,"29:00",0,2,0,117,95,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8468",8468,8468,19870114,"John Williams","Washington Bullets",0,0,"29:00",0,1,0,94,82,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8469",8469,8469,19870114,"Pearl Washington","New Jersey Nets",1,1,"22:00",0,2,0,100,101,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8470",8470,8470,19870114,"Leon Wood","New Jersey Nets",0,1,"26:00",1,2,0,91,116,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8471",8471,8471,19870114,"Albert King","New Jersey Nets",0,1,"10:00",1,1,0,54,118,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8472",8472,8472,19870114,"Jay Vincent","Washington Bullets",0,0,"38:00",0,3,0,92,105,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8473",8473,8473,19870114,"James Bailey","New Jersey Nets",0,1,"17:00",0,3,0,93,118,"Washington Bullets","New Jersey Nets","Washington Bullets",NA,NA,NA
"8474",8474,8474,19870115,"Kevin Willis","Atlanta Hawks",1,1,"31:00",0,2,0,162,88,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8475",8475,8475,19870115,"Craig Hodges","Milwaukee Bucks",1,0,"25:00",2,0,0,80,120,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8476",8476,8476,19870115,"Doc Rivers","Atlanta Hawks",1,1,"35:00",1,3,0,137,84,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8477",8477,8477,19870115,"Jerry Reynolds","Milwaukee Bucks",1,0,"35:00",2,3,0,82,133,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8478",8478,8478,19870115,"Ricky Pierce","Milwaukee Bucks",1,0,"24:00",0,1,0,117,135,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8479",8479,8479,19870115,"Randy Breuer","Milwaukee Bucks",0,0,"17:00",0,0,0,146,132,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8480",8480,8480,19870115,"Dominique Wilkins","Atlanta Hawks",1,1,"31:00",4,1,0,122,94,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8481",8481,8481,19870115,"Terry Cummings","Milwaukee Bucks",1,0,"26:00",0,3,0,93,128,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8482",8482,8482,19870115,"Chris Engler","Milwaukee Bucks",0,0,"14:00",0,4,0,102,121,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8483",8483,8483,19870115,"Scott Hastings","Atlanta Hawks",0,1,"13:00",2,0,0,49,89,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8484",8484,8484,19870115,"Keith Smith","Milwaukee Bucks",0,0,"24:00",1,3,0,119,131,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8485",8485,8485,19870115,"Jack Sikma","Milwaukee Bucks",1,0,"25:00",0,3,0,69,121,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8486",8486,8486,19870115,"Gus Williams","Atlanta Hawks",0,1,"24:00",4,3,0,113,101,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8487",8487,8487,19870115,"Cliff Levingston","Atlanta Hawks",0,1,"20:00",0,2,0,144,84,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8488",8488,8488,19870115,"Jon Koncak","Atlanta Hawks",0,1,"15:00",0,2,0,119,92,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8489",8489,8489,19870115,"Antoine Carr","Atlanta Hawks",0,1,"15:00",0,1,0,99,86,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8490",8490,8490,19870115,"Mike McGee","Atlanta Hawks",1,1,"30:00",6,5,0,118,99,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8491",8491,8491,19870115,"Tree Rollins","Atlanta Hawks",1,1,"26:00",0,2,0,134,82,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8492",8492,8492,19870115,"Dudley Bradley","Milwaukee Bucks",0,0,"18:00",3,4,0,53,132,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8493",8493,8493,19870115,"Don Collins","Milwaukee Bucks",0,0,"13:00",0,3,0,46,134,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8494",8494,8494,19870115,"Junior Bridgeman","Milwaukee Bucks",0,0,"19:00",0,2,0,42,131,"Atlanta Hawks","Milwaukee Bucks","Atlanta Hawks",NA,NA,NA
"8495",8495,8495,19870115,"Steve Harris","Houston Rockets",0,0,"13:00",0,2,0,60,100,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8496",8496,8496,19870115,"Gene Banks","Chicago Bulls",0,0,"15:00",0,2,0,114,116,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8497",8497,8497,19870115,"Earl Cureton","Chicago Bulls",1,0,"18:00",0,2,0,112,112,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8498",8498,8498,19870115,"Robert Reid","Houston Rockets",1,0,"45:00",2,2,0,124,98,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8499",8499,8499,19870115,"Rodney McCray","Houston Rockets",1,0,"47:00",1,2,0,116,98,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8500",8500,8500,19870115,"Jim Petersen","Houston Rockets",0,0,"25:00",0,3,0,118,99,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8501",8501,8501,19870115,"Allen Leavell","Houston Rockets",0,0,"1:00",0,0,0,0,106,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8502",8502,8502,19870115,"Dirk Minniefield","Houston Rockets",1,0,"39:00",0,5,0,102,101,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8503",8503,8503,19870115,"John Paxson","Chicago Bulls",1,0,"36:00",2,2,0,97,108,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8504",8504,8504,19870115,"Michael Jordan","Chicago Bulls",1,0,"43:00",4,2,0,97,109,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8505",8505,8505,19870115,"Pete Myers","Chicago Bulls",0,0,"1:00",1,0,0,0,116,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8506",8506,8506,19870115,"Fred Cofield","Chicago Bulls",0,0,"1:00",0,0,0,0,116,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8507",8507,8507,19870115,"Dave Corzine","Chicago Bulls",0,0,"22:00",1,3,0,88,101,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8508",8508,8508,19870115,"Ralph Sampson","Houston Rockets",1,0,"33:00",0,1,0,97,90,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8509",8509,8509,19870115,"Brad Sellers","Chicago Bulls",1,0,"38:00",0,6,0,109,110,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8510",8510,8510,19870115,"Hakeem Olajuwon","Houston Rockets",1,0,"37:00",0,3,0,115,83,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8511",8511,8511,19870115,"Elston Turner","Chicago Bulls",0,0,"22:00",1,2,0,82,101,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8512",8512,8512,19870115,"Charles Oakley","Chicago Bulls",1,0,"44:00",1,4,0,77,103,"Chicago Bulls","Houston Rockets","Houston Rockets",NA,NA,NA
"8513",8513,8513,19870115,"Ennis Whatley","Washington Bullets",1,1,"22:00",0,3,0,139,106,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8514",8514,8514,19870115,"Terry Catledge","Washington Bullets",1,1,"17:00",0,1,0,63,112,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8515",8515,8515,19870115,"Wayman Tisdale","Indiana Pacers",1,0,"33:00",0,5,0,117,98,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8516",8516,8516,19870115,"Jeff Malone","Washington Bullets",1,1,"23:00",0,1,0,77,116,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8517",8517,8517,19870115,"Steve Stipanovich","Indiana Pacers",1,0,"39:00",0,1,0,99,97,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8518",8518,8518,19870115,"Charles Jones","Washington Bullets",1,1,"30:00",0,4,0,40,92,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8519",8519,8519,19870115,"Chuck Person","Indiana Pacers",1,0,"37:00",5,3,0,106,97,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8520",8520,8520,19870115,"Darwin Cook","Washington Bullets",0,1,"25:00",1,3,0,106,105,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8521",8521,8521,19870115,"Michael Adams","Washington Bullets",0,1,"26:00",1,2,0,109,103,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8522",8522,8522,19870115,"Moses Malone","Washington Bullets",1,1,"23:00",0,0,0,78,105,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8523",8523,8523,19870115,"Michael Brooks","Indiana Pacers",0,0,"17:00",0,1,0,74,96,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8524",8524,8524,19870115,"Walker Russell","Indiana Pacers",0,0,"11:00",0,1,0,120,107,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8525",8525,8525,19870115,"John Williams","Washington Bullets",0,1,"31:00",3,2,0,105,104,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8526",8526,8526,19870115,"Vern Fleming","Indiana Pacers",1,0,"37:00",0,2,0,149,104,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8527",8527,8527,19870115,"Manute Bol","Washington Bullets",0,1,"25:00",0,3,0,132,100,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8528",8528,8528,19870115,"Kyle Macy","Indiana Pacers",0,0,"28:00",2,4,0,104,95,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8529",8529,8529,19870115,"Jay Vincent","Washington Bullets",0,1,"18:00",0,1,0,107,115,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8530",8530,8530,19870115,"John Long","Indiana Pacers",0,0,"14:00",0,0,0,56,98,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8531",8531,8531,19870115,"Clint Richardson","Indiana Pacers",1,0,"6:00",0,0,0,41,107,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8532",8532,8532,19870115,"Herb Williams","Indiana Pacers",0,0,"18:00",0,0,0,102,87,"Indiana Pacers","Washington Bullets","Indiana Pacers",NA,NA,NA
"8533",8533,8533,19870115,"Michael Cooper","Los Angeles Lakers",0,0,"32:00",1,4,0,89,104,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8534",8534,8534,19870115,"Billy Thompson","Los Angeles Lakers",0,0,"8:00",0,3,0,22,95,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8535",8535,8535,19870115,"Joe Barry Carroll","Golden State Warriors",1,0,"31:00",0,3,0,87,119,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8536",8536,8536,19870115,"Perry Moss","Golden State Warriors",0,0,"17:00",0,4,0,72,128,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8537",8537,8537,19870115,"Frank Brickowski","Los Angeles Lakers",0,0,"9:00",0,1,0,96,105,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8538",8538,8538,19870115,"Chris Mullin","Golden State Warriors",1,0,"28:00",0,5,0,81,120,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8539",8539,8539,19870115,"Chris Washburn","Golden State Warriors",0,0,"4:00",0,0,0,0,105,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8540",8540,8540,19870115,"A.C. Green","Los Angeles Lakers",1,0,"20:00",0,4,0,134,100,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8541",8541,8541,19870115,"Magic Johnson","Los Angeles Lakers",1,0,"40:00",0,4,0,138,100,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8542",8542,8542,19870115,"Larry Smith","Golden State Warriors",1,0,"9:00",0,2,0,139,124,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
"8543",8543,8543,19870115,"Kareem Abdul-Jabbar","Los Angeles Lakers",1,0,"26:00",0,4,0,86,98,"Los Angeles Lakers","Golden State Warriors","Los Angeles Lakers",NA,NA,NA
